Reporter	normalized log2 ratio
618810	-0.154
618811	-0.039
618812	0.11
618813	-0.001
618814	-0.2
618815	0.291
618816	-0.183
618817	-0.585
618818	0.292
618819	0.057
618820	-0.413
618821	-0.042
618822	-0.191
618823	-0.318
618824	0.245
618825	-0.091
618826	0.047
618827	0.177
618828	-0.175
618829	0.255
618830	-0.116
618831	0.418
618832	-0.069
618833	0.222
618834	0.487
618835	0.004
618836	0.414
618837	0.204
618838	0.112
618839	-0.117
618840	0.408
618841	0.041
618842	-0.289
618843	0.203
618844	0.366
618845	-0.094
618846	-0.008
618847	-0.157
618848	0.214
618849	0.337
618850	-0.083
618851	0.229
618852	0.052
618853	-0.384
618854	-0.019
618855	0.075
618856	-0.173
618857	-0.074
618858	-0.006
618859	-0.247
618860	-0.122
618861	0.331
618862	0.081
618863	1.336
618864	-0.016
618865	0.25
618866	0.041
618867	-0.732
618868	0.23
618869	-0.067
618870	0.279
618871	-0.058
618872	-0.597
618873	-0.395
618874	0.876
618875	-0.179
618876	-0.137
618877	-0.108
618878	-0.087
618879	0.459
618880	-0.103
618881	1.055
618882	-0.043
618883	0.002
618884	-0.112
618885	-0.214
618886	-0.226
618887	0.102
618888	-0.292
618889	0.342
618890	1.009
618891	0.087
618892	-0.784
618893	-0.092
618894	0.208
618895	-0.627
618896	0.188
618897	-0.046
618898	0.012
618899	-0.023
618900	0.064
618901	-0.109
618902	-0.062
618903	0.282
618904	0.218
618905	-0.212
618906	-0.016
618907	0.042
618908	0.437
618909	0.094
618910	-0.051
618911	0.033
618912	0.271
618913	0.098
618914	0.106
618915	-0.023
618916	0.188
618917	-0.014
618918	-0.06
618919	0.041
618920	-0.094
618921	-0.19
618922	0.223
618923	-0.107
618924	-0.665
618925	-0.144
618926	0.293
618927	-0.128
618928	0.172
618929	-0.176
618930	-0.261
618931	-0.081
618932	-0.22
618933	0.275
618934	0.133
618935	-0.454
618936	-0.014
618937	0.043
618938	0.02
618939	-0.484
618940	-0.134
618941	0.365
618942	-0.149
618943	-0.29
618944	0.38
618949	-0.194
618950	-0.122
618951	-0.336
618953	-0.065
618957	0.587
618958	-0.148
618959	-0.179
618960	-0.21
618961	-0.121
618962	0.452
618963	-0.016
618964	-0.137
618965	0.143
618966	-0.004
618967	-0.003
618968	-0.09
618969	0.114
618970	0.181
618971	-0.002
618972	0.129
618973	0.228
618974	-0.026
618975	0.696
618976	-0.088
618977	0.205
618978	-0.206
618979	-0.063
618980	-0.173
618981	-0.211
618982	0.099
618983	0.296
618984	0.592
618985	0.19
618986	0.494
618987	0.349
618988	0.05
618989	-0.16
618990	-0.341
618991	-1.021
618993	-0.228
618994	-0.168
619205	-0.028
619206	-0.083
619207	-0.052
619208	-0.293
619209	-0.092
619210	0.223
619211	-0.162
619212	0.02
619213	0.037
619214	-0.364
619215	-1.84
619216	-3.056
619217	-0.18
619218	-0.32
619219	-0.65
619220	0.464
619221	-0.147
619222	0.165
619223	-0.269
619224	0.353
619225	-0.451
619226	0.237
619227	-0.172
619228	0.214
619229	-0.066
619230	-0.138
619231	-0.085
619232	-0.115
619233	-0.077
619234	0.045
619235	-0.228
619236	-0.465
619237	0.288
619238	0.136
619239	-0.427
619240	-0.037
619241	-0.071
619242	0.133
619243	0.055
619244	-0.183
619245	-0.141
619246	-0.142
619247	0.414
619248	-0.262
619249	-3.126
619250	0.535
619251	-0.136
619252	-0.313
619253	-0.103
619254	0.855
619255	-0.079
619256	-0.062
619257	-2.812
619258	0.205
619259	-0.193
619260	-0.121
619261	0.116
619262	0.226
619263	-0.022
619264	-0.153
619265	0.228
619266	0.479
619267	-0.187
619268	-0.26
619269	-0.443
619270	-0.081
619271	-0.125
619272	-0.081
619273	-0.104
619274	0.011
619275	0.029
619276	0.215
619277	-0.207
619278	0.503
619279	-0.216
619280	0.043
619281	0.121
619282	-0.029
619283	-0.045
619284	-0.069
619285	-0.351
619286	0.26
619287	-0.11
619288	-0.152
619289	-0.041
619290	-0.157
619291	-0.589
619292	0.385
619293	-0.3
619294	0.468
619295	0.066
619296	0.276
619297	-0.24
619298	-1.152
619299	0.266
619300	-0.219
619301	-0.264
619302	-0.042
619303	0.072
619304	-0.279
619305	-0.031
619306	-0.044
619307	0.042
619308	-0.157
619309	-0.968
619310	0.029
619311	-0.331
619312	-0.018
619313	0.267
619314	-0.186
619315	-0.121
619316	0.036
619317	-0.575
619318	0.102
619319	-1.735
619320	0.069
619321	0.003
619322	-0.11
619323	0.574
619324	-0.375
619325	-0.369
619326	-0.353
619327	0.098
619328	-0.04
619329	-0.152
619330	0.054
619331	-0.885
619332	0.157
619333	-0.39
619334	-0.232
619335	0.199
619336	0.022
619337	-1.186
619338	0.483
619339	-0.52
619340	-0.162
619341	-0.313
619342	-2.654
619343	-0.268
619344	0.337
619345	0.048
619346	0.313
619347	-0.082
619348	-0.046
619349	-0.237
619350	-0.13
619351	0.201
619352	0.005
619353	0.092
619354	0.357
619355	0.647
619357	-0.167
619358	-0.763
619359	0.015
619360	0.627
619361	0.089
619362	-0.01
619363	0.068
619364	0.039
619365	0.041
619366	1.254
619367	-0.215
619368	-0.134
619369	-0.122
619370	-0.117
619371	-0.582
619372	0.041
619373	0.514
619374	0.189
619375	0.005
619376	-1.208
619377	-0.011
619378	-0.108
619379	-0.022
619380	0.013
619381	0.709
619382	-0.476
619383	0.047
619384	0.282
619385	0.005
619386	-1.176
619387	0.801
619388	-1.152
619389	0.047
619390	-0.014
619391	-0.073
619392	0.032
619393	-3.267
619394	0.68
619395	0.369
619396	0.03
619397	0.123
619398	0.846
619399	-0.216
619400	-0.079
619401	-0.383
619402	-0.449
619403	0.214
619404	-0.129
619613	-0.206
619614	-0.072
619615	-0.146
619616	0.281
619617	0.124
619618	0.517
619619	0.694
619620	-0.065
619621	0.058
619622	0.169
619623	-0.259
619624	-0.065
619625	0.121
619626	0.151
619627	-0.425
619628	0.208
619629	-0.087
619630	-0.156
619631	0.182
619632	0.153
619633	0.166
619634	0.16
619635	0.899
619636	-0.084
619637	-0.083
619638	-0.278
619639	-0.131
619640	0.75
619641	-0.162
619642	0.942
619643	0.633
619644	-0.242
619645	0.091
619646	0.56
619647	0.531
619648	-0.026
619649	-0.073
619650	-0.011
619651	-0.045
619652	-0.117
619653	0.358
619654	-0.673
619655	-0.875
619656	0.026
619657	-2.077
619658	-0.08
619659	-0.32
619660	-1.598
619661	-0.34
619662	-0.215
619663	-0.503
619664	-0.485
619665	0.077
619666	-0.138
619667	-0.825
619668	-0.522
619669	-0.091
619670	-0.2
619671	-0.016
619672	0.217
619673	-0.203
619674	-0.218
619675	-0.058
619676	-0.279
619677	-0.238
619678	-0.196
619679	-0.334
619680	-0.057
619681	-0.136
619682	0.144
619683	0.016
619684	0.171
619685	0.238
619686	-0.21
619687	-0.178
619688	0.069
619689	0.123
619690	0.121
619691	0.078
619692	-0.176
619693	-0.056
619694	0.066
619695	0.25
619696	-0.007
619697	0.545
619698	-0.002
619699	-0.03
619700	0.12
619701	0.619
619702	0.352
619703	-0.124
619704	-0.053
619705	-0.078
619706	-0.017
619707	-0.376
619708	-0.046
619709	-0.034
619710	0.143
619711	-0.1
619712	0.474
619713	-0.078
619714	-0.386
619715	-1.709
619716	0.092
619717	-0.17
619718	0.105
619719	-0.255
619720	-0.277
619721	0.025
619722	-0.025
619723	0.082
619724	-0.306
619725	-0.404
619726	-0.027
619727	0.483
619728	-2.264
619729	0.089
619730	-0.267
619731	0.775
619732	-0.039
619733	-0.251
619734	-0.078
619735	0.138
619736	-0.067
619737	0.203
619738	-0.143
619739	-0.09
619740	0.133
619741	0.12
619742	0.225
619743	-0.062
619744	0.288
619745	0.038
619746	0.024
619747	-0.088
619748	0.36
619749	-0.087
619750	-0.081
619751	-3.846
619752	0.264
619753	-0.015
619754	-0.01
619755	-0.11
619756	-0.07
619757	-0.105
619758	0.299
619759	-0.126
619760	-0.716
619761	0.125
619762	-0.141
619763	0.091
619764	-0.83
619765	0.064
619766	-1.65
619767	-0.002
619768	0.014
619769	-0.116
619770	-0.031
619771	-0.13
619772	-0.071
619773	-0.112
619774	-4.427
619775	-0.152
619776	0.247
619777	0.083
619778	-0.072
619779	-3.015
619780	-0.238
619781	-0.086
619782	-0.982
619783	0.645
619784	-0.391
619785	1.024
619786	0.356
619787	-0.108
619788	0.127
619789	-0.19
619790	-1.121
619791	-0.081
619792	-0.087
619793	0.428
619794	0.568
619795	0.127
619796	0.113
619797	-0.974
619798	0.133
619799	-0.185
619800	0.755
619801	0.283
619802	-0.017
619803	0.051
619804	-0.072
619805	-0.574
619806	0.014
619807	0.408
619808	-0.57
619809	-0.733
619810	0.101
619811	-1.286
619812	-0.081
620021	-0.064
620022	-0.212
620023	0.102
620024	0.1
620025	0.217
620026	0.504
620027	0.121
620028	-0.143
620029	-0.133
620030	-0.16
620031	-0.139
620032	-0.219
620033	-0.14
620034	-0.263
620035	-0.806
620036	0.141
620037	0.489
620038	-0.025
620039	-0.183
620040	0.34
620041	-0.053
620042	-0.093
620043	-0.43
620044	-0.171
620045	-3.578
620046	-0.102
620047	-0.069
620048	-0.871
620049	0.024
620050	-0.089
620051	0.2
620052	0.256
620053	0.174
620054	-0.254
620055	-5.759
620056	-0.002
620057	0.005
620058	-0.08
620059	0.643
620060	0.015
620061	0.463
620062	-0.161
620063	0.007
620064	0.371
620065	-0.002
620066	-0.132
620067	0.019
620068	0.215
620069	-0.05
620070	-0.502
620071	-0.2
620072	-4.158
620073	-0.2
620074	-0.133
620075	-0.13
620076	0.847
620077	-0.107
620078	-0.032
620079	-0.096
620080	-0.007
620081	0.342
620082	0.156
620083	-0.173
620084	-0.119
620085	-0.16
620086	-0.13
620087	-0.019
620088	0.331
620089	0.022
620090	-1.959
620091	0.084
620092	-0.099
620093	-0.15
620094	0.312
620095	0.025
620096	0.271
620097	-0.308
620098	-0.077
620099	0.014
620100	-0.048
620101	-0.175
620102	-0.025
620103	-0.593
620104	-0.122
620105	-0.111
620106	-0.381
620107	0.529
620108	0.322
620109	-0.002
620110	0.158
620111	-0.95
620112	-0.329
620113	-0.142
620114	-0.203
620115	-0.064
620116	0.033
620117	-0.269
620118	-0.142
620119	0.772
620120	-0.228
620121	-0.392
620122	0.162
620123	-0.559
620124	-0.16
620125	-0.126
620126	0.752
620127	-0.269
620128	-0.176
620129	-0.095
620130	-0.118
620131	-0.076
620132	-0.186
620133	0.202
620134	0.962
620135	0.233
620136	-1.844
620137	-0.425
620138	-0.054
620139	-0.069
620140	0.064
620141	-0.141
620142	-0.153
620143	-0.142
620144	-0.076
620145	-0.119
620146	-0.374
620147	0.112
620148	-0.135
620149	-0.209
620150	-0.183
620151	-0.162
620152	-0.052
620153	-0.07
620154	0.231
620155	-0.011
620156	-0.156
620157	-0.095
620158	0.355
620159	0.107
620160	-0.293
620161	0.306
620162	-0.002
620163	-0.643
620164	0.075
620165	-0.061
620166	-0.142
620167	0.343
620168	-5.301
620181	0.319
620182	0.297
620183	0.404
620184	-1.881
620185	-0.038
620186	-0.173
620187	1.021
620188	-0.343
620189	0.052
620190	0.006
620191	-0.145
620192	0.229
620193	-0.98
620194	0.185
620195	-0.094
620196	0.014
620197	0.125
620198	-3.771
620199	0.188
620200	0.536
620201	0.044
620202	0.732
620203	0.687
620204	-0.037
620205	-0.215
620206	-0.263
620207	0.046
620208	0.069
620209	0.162
620210	0.232
620211	0.01
620212	0.301
620429	0.045
620430	-0.016
620431	-0.615
620432	-0.102
620433	-0.127
620434	0.053
620435	0.057
620436	-0.332
620437	0.012
620438	-0.308
620439	-0.098
620440	-0.01
620441	0.011
620442	-0.073
620443	0.234
620444	0.457
620445	1.339
620446	-0.243
620447	0.062
620448	0.282
620449	-0.003
620450	-0.329
620451	-0.13
620452	0.213
620453	0.061
620454	-0.216
620455	-0.051
620456	-0.575
620457	0.013
620458	-0.237
620459	-2.203
620460	-0.037
620461	-0.151
620462	-0.271
620463	-0.056
620464	-0.054
620465	-0.064
620466	0.07
620467	0.64
620468	-0.124
620469	-0.099
620470	0.218
620471	-0.319
620472	-0.118
620473	0.027
620474	0.526
620475	-0.025
620476	1.46
620477	-0.561
620478	-0.004
620479	0.115
620480	0.101
620481	0.016
620482	-0.074
620483	0.195
620484	1.354
620485	-0.141
620486	-0.309
620487	-0.097
620488	0.109
620489	-0.064
620490	-0.404
620491	-0.129
620492	-0.076
620493	0.317
620494	-0.146
620495	0.37
620496	-0.27
620497	0.366
620498	-0.268
620499	0.083
620500	0.226
620501	-0.032
620502	-0.109
620503	0.295
620504	-0.093
620505	-0.219
620506	-0.229
620507	-0.412
620508	-0.065
620509	-0.422
620510	-0.037
620511	-0.047
620512	-0.034
620513	-0.245
620514	0.241
620515	-0.283
620516	-0.208
620517	0.289
620518	-3.749
620519	0.935
620520	-0.226
620521	-0.003
620522	-0.006
620523	-0.268
620524	0.006
620525	0.299
620526	-0.113
620527	-0.133
620528	-0.331
620529	0.135
620530	0.274
620531	-0.293
620532	-1.318
620533	0.217
620534	-0.134
620535	-0.102
620536	-0.08
620537	-0.034
620538	-0.028
620539	0.325
620540	0.014
620541	-0.127
620542	0.099
620543	-1.909
620544	0.36
620545	0.05
620546	0.14
620547	-0.335
620548	-0.681
620549	-0.081
620550	-0.204
620551	-0.344
620552	0.119
620553	-0.218
620554	0.194
620555	-0.181
620556	-0.142
620557	-0.475
620558	-0.202
620559	0.822
620560	-0.166
620561	-0.016
620562	-0.147
620563	-0.367
620564	-0.062
620565	0.019
620566	0.247
620567	-0.145
620568	-0.397
620569	-0.246
620570	0.016
620571	-0.109
620572	-0.19
620573	-0.218
620574	-0.019
620575	0.159
620576	-0.154
620581	-0.566
620582	-4.818
620583	-0.182
620589	0.071
620590	-0.037
620591	0.519
620592	-0.225
620593	0.173
620594	0.478
620595	-0.155
620596	-0.1
620597	0.286
620598	0.467
620599	-0.138
620600	-0.052
620601	-0.04
620602	0.286
620603	0.023
620604	-0.413
620605	0.434
620606	0.109
620607	0.164
620608	-0.11
620609	0.036
620610	0.837
620611	-0.093
620612	-0.023
620613	1.497
620614	-0.298
620615	0.05
620616	-0.12
620617	-0.339
620618	0.029
620619	-0.079
620620	0.214
620621	-0.187
620622	0.077
620623	-0.018
620625	-0.065
620626	-0.709
620837	-0.033
620838	-0.221
620839	-0.158
620840	0.057
620841	-0.183
620842	-0.139
620843	-0.178
620844	-0.305
620845	-0.121
620846	0.353
620847	-0.158
620848	-0.357
620849	0.978
620850	-0.392
620851	-0.631
620852	-0.065
620853	-0.153
620854	-0.043
620855	0.079
620856	-0.22
620857	0.126
620858	0.084
620859	-0.035
620860	-0.087
620861	0.644
620862	0.282
620863	0.105
620864	0.247
620865	0.836
620866	-0.129
620867	0.345
620868	-0.096
620869	-2.882
620870	-0.385
620871	-0.398
620872	0.039
620873	-0.373
620874	-4.547
620875	-0.197
620876	0.757
620877	-0.171
620878	0.078
620879	0.215
620880	0.246
620881	0.165
620882	-0.196
620883	-0.395
620884	0.202
620885	-0.156
620886	-0.362
620887	-0.13
620888	-0.207
620889	-0.238
620890	-0.144
620891	-0.106
620892	-0.257
620893	-0.184
620894	-0.217
620895	-0.071
620896	0.216
620897	-0.242
620898	0.085
620899	-0.149
620900	-0.056
620901	0.004
620902	0.225
620903	0.348
620904	-0.114
620905	-2.389
620906	-0.305
620907	-0.129
620908	0.017
620909	-0.463
620910	-0.229
620911	-0.053
620912	0.259
620913	-0.397
620914	-0.099
620915	-2.789
620916	-0.011
620917	-0.15
620918	0.552
620919	-0.063
620920	0.264
620921	-0.671
620922	-0.143
620923	0.409
620924	-0.047
620925	0.163
620926	-0.174
620927	-0.034
620928	-0.035
620929	0.388
620930	-0.108
620931	-0.073
620932	-0.138
620933	0.409
620934	-0.161
620935	0.05
620936	-0.039
620937	0.071
620938	0.058
620939	0.352
620940	-0.261
620941	-0.389
620942	-0.289
620943	0.079
620944	0.39
620945	0.731
620946	-0.24
620947	0.397
620948	0.212
620949	-0.242
620950	-0.344
620951	-0.166
620952	-0.087
620953	-0.201
620954	0.223
620955	0.165
620956	0.256
620957	0.017
620958	0.585
620959	-0.03
620960	-0.201
620961	0.345
620962	0.24
620963	0.19
620964	-3.214
620965	0.054
620966	0.223
620967	0.479
620968	0.136
620969	-0.204
620970	-0.093
620971	-0.127
620972	-0.11
620973	1.24
620974	0.026
620975	-0.098
620976	-0.008
620977	-1.463
620978	-0.288
620979	-0.135
620980	-0.22
620981	-0.123
620982	-0.03
620983	-0.244
620984	-0.13
620985	-0.148
620986	0.175
620987	-0.069
620989	0.308
620990	-0.142
620991	0.011
620992	-1.201
620993	-0.123
620994	-0.014
620995	-0.099
620996	-0.191
620997	0.453
620998	-0.08
620999	-0.049
621000	-1.539
621001	-0.289
621002	-1.48
621003	0.003
621004	-0.088
621005	-0.979
621006	-1.135
621007	0.016
621008	0.136
621009	-0.398
621010	-0.058
621011	0.143
621012	-1.561
621013	-0.706
621014	-0.259
621015	-2.538
621016	0.092
621017	-4.346
621018	0.044
621019	0.111
621020	-0.2
621021	-4.108
621022	1.216
621023	0.183
621024	-0.161
621025	0.18
621026	-0.035
621027	0.46
621028	-0.053
621029	0.039
621030	-0.144
621031	-0.336
621032	0.013
621033	0.116
621034	-0.076
621035	0.079
621036	-1.23
621245	1.084
621246	-0.105
621247	0.413
621248	-0.074
621249	0.289
621250	0.221
621251	0.691
621252	0.011
621253	0.362
621254	0.127
621255	-0.414
621256	-0.057
621257	0.07
621258	0.048
621259	-0.223
621260	0.222
621261	-0.07
621262	-0.176
621263	-0.206
621264	0.204
621265	0.124
621266	0.475
621267	-0.014
621268	0.136
621269	0.572
621270	-0.152
621271	-0.04
621272	0.256
621273	0.13
621274	-0.04
621275	-0.048
621276	0.032
621277	0.139
621278	0.162
621279	-0.188
621280	0.298
621281	-0.156
621282	-0.155
621283	-0.259
621284	-0.088
621285	0.268
621286	0.077
621287	0.86
621288	0.308
621289	-0.133
621290	-0.189
621291	-0.314
621292	-0.933
621293	0.446
621294	-0.034
621295	-0.055
621296	-0.76
621297	-0.141
621298	-0.157
621299	0.412
621300	0.215
621301	-0.071
621302	-0.348
621303	0.252
621304	0.091
621305	-0.002
621306	0.334
621307	-0.043
621308	0.183
621309	-0.109
621310	-0.06
621311	-0.339
621312	0.006
621313	1.074
621314	0.104
621315	0.173
621316	0.068
621317	0.061
621318	0.193
621319	0.09
621320	-0.063
621321	-0.129
621322	0.899
621323	-0.592
621324	-1.848
621325	-0.096
621326	-0.084
621327	-0.347
621328	-0.448
621329	0.259
621330	0.043
621331	0.299
621332	-0.173
621333	0.063
621334	0.091
621335	-0.261
621336	0.272
621337	-0.115
621338	-0.122
621339	0.643
621340	-0.172
621341	-0.504
621342	0.372
621343	-0.056
621344	0.084
621345	0.293
621346	0.367
621347	-0.104
621348	1.248
621349	-0.051
621350	-0.034
621351	-0.103
621352	-0.039
621353	0.049
621354	-0.169
621355	-0.286
621356	0.065
621357	0.004
621358	-0.182
621359	-0.013
621360	-0.181
621361	-0.103
621362	-0.082
621363	-3.46
621364	0.762
621365	0.003
621366	-0.725
621367	-0.001
621368	0.1
621369	-0.291
621370	-0.214
621371	0.47
621372	-0.019
621373	-0.09
621374	-0.193
621375	-0.287
621376	1.01
621377	0.303
621378	-0.122
621379	-0.1
621380	-0.087
621381	0.169
621382	0.372
621383	0.267
621384	0.209
621385	-0.133
621386	-0.138
621387	-0.145
621388	0.046
621389	-0.192
621390	0.16
621391	-0.076
621392	-0.074
621393	-0.091
621394	0.362
621395	-0.073
621396	0.066
621397	0.035
621398	0.1
621399	0.025
621400	-0.538
621401	-0.052
621402	-0.035
621403	-0.062
621404	-0.181
621405	-0.074
621406	0.12
621407	-0.248
621408	-0.061
621409	0.019
621410	-0.376
621411	-0.22
621412	-0.317
621413	0.287
621414	-0.117
621415	-0.125
621416	0.025
621417	0.01
621418	0.495
621419	-0.086
621420	-0.456
621421	0.675
621422	-1.045
621423	-0.14
621424	-0.188
621425	0.394
621426	-0.09
621427	0.035
621428	-0.51
621429	-0.206
621430	0.007
621431	-1.293
621432	0.134
621433	-0.108
621434	-0.799
621435	0.043
621436	-0.002
621437	0.087
621438	0.209
621439	0.335
621440	-0.123
621441	0.05
621442	-0.067
621443	-1.189
621444	-0.225
621653	0.001
621654	-0.145
621655	0.286
621656	-0.256
621657	-0.006
621658	-0.077
621659	-0.029
621660	0.36
621661	-0.191
621662	0.218
621663	-0.304
621664	-0.292
621665	-0.166
621666	0.124
621667	-0.021
621668	0.757
621669	0.106
621670	-3.685
621671	-0.351
621672	-0.627
621673	0.206
621674	0.546
621675	-0.138
621676	0.452
621677	-0.149
621678	0.002
621679	-0.125
621680	-0.032
621681	0.015
621682	-0.118
621683	-0.148
621684	-0.122
621685	-3.61
621686	-0.369
621687	-0.092
621688	0.234
621689	-0.265
621690	-0.017
621691	-0.178
621692	-0.251
621693	0.066
621694	-0.015
621695	-0.095
621696	-0.158
621697	0.482
621698	0.238
621699	-0.151
621700	0.219
621701	-0.085
621702	-0.27
621703	-0.595
621704	-0.19
621705	-0.02
621706	0.148
621707	-0.2
621708	0.024
621709	0.008
621710	-0.168
621711	-0.115
621712	-0.261
621713	-0.199
621714	-0.235
621715	-0.232
621716	0.184
621717	0.035
621718	0.044
621719	-0.036
621720	-0.215
621721	0.297
621722	-0.075
621723	-0.16
621724	0.404
621725	0.127
621726	-0.494
621727	-0.051
621728	0.2
621729	-1.347
621730	0.52
621731	-0.181
621732	-0.243
621733	-0.168
621734	0.428
621735	-0.089
621736	0.509
621737	0.013
621738	-0.094
621739	0.642
621740	-0.018
621741	-5.281
621742	-0.211
621743	-0.157
621744	-0.181
621745	-0.204
621746	-0.067
621747	-0.124
621748	-0.12
621749	-0.083
621750	-0.382
621751	-0.194
621752	0.222
621753	0.614
621754	0.295
621755	-0.434
621756	-0.439
621757	0.136
621758	-0.183
621759	-0.316
621760	-0.059
621761	-0.034
621762	0.057
621763	-0.198
621764	-0.115
621765	-0.059
621766	-0.348
621767	0.408
621768	0.03
621769	-0.017
621770	-0.454
621771	0.385
621772	-0.046
621773	0.192
621774	0.387
621775	0.277
621776	-0.162
621777	-0.085
621778	-0.155
621779	0.028
621780	-3.397
621781	0.945
621782	-1.156
621783	0.016
621784	-0.055
621785	0.121
621786	-0.135
621787	-0.071
621788	-0.255
621789	0.104
621790	-0.006
621791	0.391
621792	-0.158
621793	-0.021
621794	-0.497
621795	0.53
621796	0.369
621797	-0.216
621798	-0.289
621799	0.274
621800	-0.256
621813	-0.006
621814	-2.788
621815	-0.136
621816	-0.896
621817	-1.306
621818	-0.517
621819	-1.114
621820	-1.094
621821	-0.04
621822	0.047
621823	-0.066
621824	-1.552
621825	-0.065
621826	-0.106
621827	0.772
621828	0.403
621829	-0.171
621830	0.062
621831	0.083
621832	-0.254
621833	-0.319
621834	0.395
621835	0.116
621836	-0.145
621837	-0.993
621838	-1.435
621839	0.374
621840	-2.496
621841	0.225
621842	-0.385
621843	-0.131
621844	0.133
622061	0.453
622062	-0.34
622063	0.179
622064	-0.541
622065	0.568
622066	-0.113
622067	0.031
622068	-0.212
622069	-0.124
622070	-0.293
622071	-0.155
622072	0.061
622073	-3.325
622074	-0.097
622075	0.53
622076	-0.076
622077	0.407
622078	-0.146
622079	0.551
622080	0.083
622081	-0.147
622082	0.136
622083	0.067
622084	-0.166
622085	-0.213
622086	-0.14
622087	-0.1
622088	-0.283
622089	0.343
622090	-0.005
622091	-1.782
622092	0.098
622093	0.255
622094	-0.113
622095	-1.213
622096	-0.154
622097	0.06
622098	0.063
622099	-0.515
622100	-0.037
622101	-0.276
622102	1.07
622103	-0.081
622104	-1.708
622105	-0.505
622106	-0.068
622107	0.107
622108	-2.147
622109	0.107
622110	-1.683
622111	-0.588
622112	-0.207
622113	-0.201
622114	-0.114
622115	-0.158
622116	-0.211
622117	-0.497
622118	0.205
622119	-0.061
622120	-0.023
622121	-0.15
622122	-0.23
622123	0.049
622124	-0.093
622125	0.02
622126	0.142
622127	-0.039
622128	0.166
622129	-0.099
622130	-0.065
622131	-0.261
622132	-0.037
622133	1.004
622134	0.681
622135	0.12
622136	-0.619
622137	0.108
622138	0.028
622139	0.477
622140	-0.102
622141	0.627
622142	0.122
622143	0.449
622144	-0.497
622145	-0.198
622146	-0.153
622147	-0.035
622148	-0.259
622149	-0.239
622150	0.101
622151	0.725
622152	-0.316
622153	0.63
622154	0.074
622155	-0.217
622156	-0.603
622157	0.145
622158	-0.177
622159	-0.162
622160	0.064
622161	0.09
622162	0.161
622163	-0.23
622164	0.332
622165	-0.045
622166	-0.226
622167	-0.469
622168	-0.424
622169	0.112
622170	-0.594
622171	0.353
622172	-0.165
622173	-1.75
622174	0.443
622175	-0.255
622176	-0.277
622177	-0.26
622178	0.691
622179	-0.021
622180	0.198
622181	-0.544
622182	-0.017
622183	-0.169
