Reporter	normalized log2 ratio
619661	-0.304
619662	0.133
619663	-0.02
619664	-1.448
619665	0.037
619666	0.072
619667	-0.685
619668	-0.235
619669	0.028
619670	-0.013
619671	-0.393
619672	-0.262
619673	-0.035
619674	-0.359
619675	0.074
619676	0.028
619677	0.052
619678	0.029
619679	-0.451
619680	-0.038
619681	0.043
619682	-0.027
619683	-0.093
619684	-0.021
619685	-0.162
619686	0.099
619687	-0.164
619688	0.246
619689	0.051
619690	0.521
619691	0.135
619692	0.185
619693	-0.004
619694	0.158
619695	-0.056
619696	-0.295
619697	-0.082
619698	-0.212
619699	0.058
619700	0.159
619701	-0.829
619702	0.119
619703	-0.335
619704	0.304
619705	0.101
619706	-0.19
619707	-0.404
619708	-0.325
619709	0.113
619710	-0.087
619711	0.03
619712	-0.032
619713	-0.111
619714	-0.147
619715	-1.719
619716	-0.083
619717	-0.04
619718	0
619719	0.291
619720	-0.533
619721	-0.17
619722	-0.187
619723	-0.004
619724	0.059
619725	-0.603
619726	0.005
619727	0.169
619728	-0.409
619729	0.065
619730	0.705
619731	-0.91
619732	-0.05
619733	-0.048
619734	-0.099
619735	0.521
619736	-0.259
619737	-0.068
619738	-0.249
619739	0.164
619740	-0.048
619741	-0.064
619742	0.073
619743	-0.252
619744	-0.277
619745	-0.098
619746	-0.088
619747	0.035
619748	-0.351
619749	0.011
619750	-0.039
619751	1.712
619752	-0.321
619753	0.17
619754	0.15
619755	-0.11
619756	0.12
619757	0.146
619758	0.356
619759	0.063
619760	0.008
619761	-0.05
619762	0.031
619763	0.034
619764	-0.521
619765	-0.441
619766	-2.267
619767	0.016
619768	0.141
619769	0.042
619770	-0.052
619771	0.031
619772	-0.057
619773	0.111
619774	1.832
619775	-0.3
619776	0.011
619777	0.127
619778	0.017
619779	1.388
619780	0.134
619781	0.093
619782	-0.942
619783	-0.41
619784	-0.364
619785	0.011
619786	0.107
619787	-0.027
619788	0.158
619789	-0.188
619790	-0.144
619791	-0.121
619792	0.029
619793	0.602
619794	0.685
619795	0.24
619796	0.305
619797	-0.873
619798	-0.484
619799	-0.223
619800	0.908
619801	0.352
619802	0.038
619803	-0.185
619804	0.049
619805	1.297
619806	-0.021
619807	0.295
619808	-0.345
619809	-0.583
619810	0.14
619811	0.945
619812	0.019
620021	-0.125
620022	-0.108
620023	0.042
620024	-0.154
620025	0.005
620026	-0.938
620027	-0.021
620028	0.049
620029	-0.064
620030	0.146
620031	-0.426
620032	0.051
620033	0.2
620034	-0.054
620035	-0.601
620036	0.014
620037	-0.071
620038	-0.06
620039	-0.045
620040	0.119
620041	-0.516
620042	-0.087
620043	-0.238
620044	0.38
620045	-3.462
620046	0.126
620047	-0.029
620048	-0.157
620049	-0.149
620050	0.085
620051	-0.364
620052	0.193
620053	0.054
620054	0.221
620055	1.55
620056	-0.239
620057	-0.235
620058	0.2
620059	0.697
620060	-0.042
620061	0.071
620062	0.023
620063	0.011
620064	0.115
620065	0.131
620066	0.08
620067	-0.107
620068	-0.108
620069	0.012
620070	-0.463
620071	-0.052
620072	-2.758
620073	0.056
620074	-0.255
620075	0.031
620076	0.002
620077	-0.289
620078	-0.139
620079	0.203
620080	0.309
620081	0.09
620082	-0.216
620083	0.085
620084	0.093
620085	0.099
620086	-0.051
620087	-0.218
620088	-0.076
620089	-0.04
620090	1.574
620091	-0.014
620092	0.246
620093	0.179
620094	0.081
620095	-0.039
620096	0.037
620097	0.253
620098	0.069
620099	-0.018
620100	0.072
620101	0.025
620102	-0.567
620103	-0.112
620104	-0.095
620105	0.059
620106	-0.461
620107	0.465
620108	0.188
620109	-0.014
620110	0.023
620111	-0.727
620112	-0.203
620113	0.01
620114	-1.345
620115	-0.046
620116	-0.096
620117	0.04
620118	-0.046
620119	0.793
620120	-0.291
620121	0.185
620122	-0.002
620123	-0.762
620124	0.106
620125	0.131
620126	-0.203
620127	0.068
620128	0.009
620129	-0.037
620130	0.002
620131	-0.056
620132	0.091
620133	0.071
620134	-4.038
620135	-0.321
620136	-1.514
620137	0.536
620138	0.275
620139	-0.029
620140	0.282
620141	-0.046
620142	0.027
620143	0.058
620144	0.083
620145	0.239
620146	-0.104
620147	-0.079
620148	-0.093
620149	0.105
620150	-0.387
620151	0.266
620152	-0.012
620153	0.058
620154	0.359
620155	-0.015
620156	0.057
620157	0.003
620158	0.386
620159	0.024
620160	-0.29
620161	-0.093
620162	0.029
620163	0.109
620164	0.089
620165	0.064
620166	0.093
620167	0.115
620168	1.749
620181	0.119
620182	0.376
620183	-0.045
620184	1.39
620185	0.037
620186	-0.079
620187	0.104
620188	-0.421
620189	0.067
620190	-0.048
620191	0.103
620192	-0.059
620193	1.332
620194	0.169
620195	0.057
620196	0.103
620197	0.149
620198	1.583
620199	0.145
620200	0.419
620201	0.259
620202	0.394
620203	0.574
620204	0.012
620205	-0.15
620206	-0.223
620207	0.066
620208	-0.037
620209	0.137
620210	0.073
620211	0.073
620212	1.22
620429	0.009
620430	0
620431	-0.017
620432	-0.043
620433	0.174
620434	0.069
620435	-0.33
620436	-0.022
620437	-0.28
620438	-0.155
620439	0.543
620440	-0.109
620441	0.004
620442	0.031
620443	-0.043
620444	0.341
620445	-2.186
620446	-0.096
620447	0.06
620448	-0.064
620449	-0.082
620450	0.023
620451	-0.015
620452	0.194
620453	-0.051
620454	-0.115
620455	0.028
620456	-0.526
620457	0.003
620458	0.369
620459	-0.291
620460	0.142
620461	0.015
620462	-0.023
620463	-0.139
620464	0.184
620465	-0.064
620466	0.006
620467	0.331
620468	-0.156
620469	0.019
620470	0.06
620471	-0.398
620472	0.032
620473	-0.193
620474	0.016
620475	-0.141
620476	-2.018
620477	-0.119
620478	-0.299
620479	0.105
620480	0.115
620481	-0.13
620482	0.118
620483	0.311
620484	-0.503
620485	0.011
620486	-0.302
620487	0.038
620488	-0.119
620489	0.281
620490	-0.354
620491	0.035
620492	0.101
620493	0.079
620494	-0.826
620495	-0.096
620496	-0.201
620497	-0.063
620498	-0.248
620499	0.349
620500	-0.574
620501	-0.016
620502	-0.001
620503	-0.268
620504	-0.095
620505	0.081
620506	-0.275
620507	0.198
620508	-0.15
620509	-1.102
620510	0.037
620511	-0.026
620512	-0.096
620513	-0.51
620514	-0.122
620515	0.105
620516	-0.051
620517	-2.293
620518	-3.8
620519	0.114
620520	-0.085
620521	0.088
620522	0.005
620523	-0.73
620524	0.085
620525	-0.202
620526	0.842
620527	-0.495
620528	-0.341
620529	-0.178
620530	0.069
620531	-0.111
620532	-0.032
620533	0.143
620534	-0.217
620535	-0.028
620536	-0.52
620537	0.152
620538	0.051
620539	-0.001
620540	-0.011
620541	-0.089
620542	-0.033
620543	-1.589
620544	0.034
620545	0.002
620546	0.083
620547	-0.602
620548	-1.263
620549	0.009
620550	-0.326
620551	0.475
620552	0.554
620553	0.287
620554	0.055
620555	-0.239
620556	-0.172
620557	-0.121
620558	-0.005
620559	0.193
620560	0.027
620561	0.155
620562	0.116
620563	-0.145
620564	0.089
620565	-0.095
620566	-0.502
620567	0.171
620568	-0.227
620569	-0.073
620570	0.026
620571	-0.194
620572	0.014
620573	-0.584
620574	-0.041
620575	0.081
620576	-0.083
620581	-0.19
620582	-4.175
620583	-0.015
620589	0.31
620590	0.052
620591	0.462
620592	0.036
620593	0.455
620594	0.194
620595	0.041
620596	0.047
620597	0.46
620598	0.31
620599	-0.164
620600	1.278
620601	0.001
620602	-0.141
620603	0.055
620604	-0.021
620605	0.195
620606	-0.039
620607	0.117
620608	0.046
620609	-0.182
620610	0.58
620611	0.105
620612	0.027
620613	-5.26
620614	-0.241
620615	0.059
620616	-0.017
620617	-0.148
620618	0.089
620619	0.011
620620	-0.069
620621	0.111
620622	0.162
620623	0.005
620625	0.115
620626	-0.247
620837	-0.473
620838	0.097
620839	-0.097
620840	0.078
620841	0.292
620842	-0.158
620843	-0.368
620844	0.121
620845	0.147
620846	0.227
620847	0.041
620848	-0.337
620849	-0.918
620850	-0.175
620851	0.75
620852	0.101
620853	-0.184
620854	-0.038
620855	-0.053
620856	0.109
620857	0.45
620858	-0.008
620859	-0.253
620860	0.012
620861	0.83
620862	0.037
620863	-0.213
620864	0.116
620865	-3.25
620866	0.127
620867	-0.199
620868	-0.029
620869	-1.953
620870	-0.119
620871	-0.352
620872	-0.012
620873	-0.127
620874	-4.929
620875	0.303
620876	-0.457
620877	-0.227
620878	0.167
620879	0.026
620880	-0.077
620881	0.109
620882	0.187
620883	-0.156
620884	0.049
620885	0.09
620886	-0.016
620887	-0.059
620888	0.031
620889	0.111
620890	0.224
620891	-0.029
620892	0.064
620893	0.02
620894	0.218
620895	0.152
620896	0.273
620897	-0.039
620898	-0.032
620899	-0.174
620900	-0.012
620901	0.055
620902	-0.247
620903	0.212
620904	-0.053
620905	-1.847
620906	-0.349
620907	-0.072
620908	-0.011
620909	-0.259
620910	-0.138
620911	-0.072
620912	-0.191
620913	-0.485
620914	0.289
620915	1.497
620916	-0.188
620917	0.011
620918	0.454
620919	-0.293
620920	-0.201
620921	-0.48
620922	-0.063
620923	0.356
620924	-0.205
620925	-0.009
620926	-0.196
620927	-0.368
620928	-0.555
620929	-0.249
620930	-0.056
620931	-0.182
620932	0.016
620933	-0.324
620934	0.02
620935	0.309
620936	-0.038
620937	0.016
620938	-0.163
620939	-0.034
620940	-0.097
620941	0.328
620942	-0.292
620943	0.042
620944	-0.04
620945	0.221
620946	0.19
620947	-0.348
620948	0.081
620949	-0.033
620950	-0.331
620951	0.028
620952	0.039
620953	0.125
620954	0.172
620955	-0.112
620956	-0.79
620957	0.548
620958	-0.447
620959	0.041
620960	0.004
620961	-0.288
620962	0.011
620963	0.132
620964	1.581
620965	0.096
620966	-0.184
620967	-0.89
620968	0.385
620969	0.159
620970	0
620971	-0.034
620972	0.001
620973	-2.386
620974	0.12
620975	0.049
620976	0.248
620977	-1.812
620978	0.103
620979	-0.064
620980	-0.219
620981	-0.051
620982	0.269
620983	-0.225
620984	0.013
620985	-0.071
620986	0.153
620987	-0.056
620989	0.181
620990	0.02
620991	0.147
620992	-1.076
620993	0.125
620994	0.087
620995	0.094
620996	0.084
620997	0.265
620998	0.18
620999	0.064
621000	0.65
621001	-0.075
621002	-0.239
621003	-0.043
621004	0.099
621005	-0.193
621006	-0.738
621007	0.352
621008	0.068
621009	-0.376
621010	-0.253
621011	0.391
621012	1.451
621013	-0.29
621014	-0.109
621015	1.525
621016	0.171
621017	1.627
621018	0.014
621019	0.148
621020	0.304
621021	1.829
621022	0.464
621023	0.39
621024	0
621025	0.091
621026	0.043
621027	1.032
621028	0.091
621029	0.263
621030	-0.616
621031	0.051
621032	0.034
621033	-0.161
621034	-0.442
621035	0.596
621036	-0.834
621245	-0.477
621246	-0.55
621247	-1.308
621248	0.061
621249	0.537
621250	0.017
621251	-0.475
621252	0.008
621253	0.315
621254	0.014
621255	-0.193
621256	0.072
621257	0.373
621258	0.12
621259	0.139
621260	0.058
621261	-0.115
621262	0.23
621263	-0.078
621264	0.37
621265	0.203
621266	-0.119
621267	0.036
621268	0.098
621269	-0.147
621270	-0.137
621271	-0.094
621272	0.162
621273	0.055
621274	0.003
621275	0.056
621276	-0.061
621277	-0.064
621278	-0.165
621279	0.175
621280	0.216
621281	0.039
621282	-0.012
621283	-0.176
621284	0.152
621285	-0.087
621286	-0.044
621287	-0.622
621288	-0.241
621289	-0.028
621290	-0.167
621291	-0.267
621292	-0.257
621293	-0.08
621294	-0.151
621295	0.054
621296	-1.303
621297	-0.028
621298	-0.019
621299	0.175
621300	0.209
621301	-0.015
621302	-0.241
621303	0.091
621304	0.207
621305	-0.015
621306	0.042
621307	-0.011
621308	0.108
621309	-0.008
621310	-0.022
621311	-0.223
621312	-0.075
621313	-0.281
621314	0.203
621315	-0.312
621316	-0.014
621317	-0.221
621318	-0.086
621319	0.212
621320	-0.112
621321	0.061
621322	-1.671
621323	-0.3
621324	-1.657
621325	-0.045
621326	0.142
621327	-0.094
621328	-0.516
621329	-0.056
621330	-0.122
621331	-0.103
621332	0.139
621333	0.063
621334	0.118
621335	0.409
621336	0.056
621337	-0.091
621338	-0.207
621339	-0.246
621340	-0.226
621341	0.611
621342	-0.986
621343	0.005
621344	-0.013
621345	0.051
621346	-0.048
621347	-0.023
621348	-0.606
621349	-0.447
621350	0.145
621351	-0.067
621352	0.134
621353	0.314
621354	-0.095
621355	-0.235
621356	-0.025
621357	-0.115
621358	-0.088
621359	0.062
621360	0.062
621361	0.037
621362	0.049
621363	-3.637
621364	0.305
621365	-0.001
621366	-0.551
621367	0.134
621368	0.024
621369	-0.004
621370	0.079
621371	0.106
621372	0.099
621373	0.007
621374	-0.487
621375	-0.282
621376	0.233
621377	-0.288
621378	0.277
621379	0.027
621380	-0.044
621381	0.014
621382	-0.117
621383	-0.001
621384	0.279
621385	0.466
621386	-0.008
621387	0.863
621388	0.106
621389	-0.161
621390	-0.129
621391	-0.007
621392	-0.371
621393	0.1
621394	-0.362
621395	0.065
621396	-0.122
621397	0.121
621398	0.015
621399	0.057
621400	-0.617
621401	0.044
621402	0.018
621403	-0.024
621404	0.155
621405	0.019
621406	0.17
621407	0.268
621408	0.164
621409	-0.184
621410	-0.333
621411	-0.264
621412	0.096
621413	0.495
621414	0.06
621415	0.143
621416	0.089
621417	-0.002
621418	0.324
621419	0.069
621420	0.237
621421	0.109
621422	0.306
621423	-0.064
621424	0.033
621425	0.407
621426	0.056
621427	0.185
621428	-0.046
621429	-0.046
621430	0.123
621431	-0.708
621432	-0.002
621433	-0.033
621434	-0.24
621435	0.078
621436	0.06
621437	0.263
621438	0.173
621439	0.48
621440	0.089
621441	0.009
621442	0.017
621443	-0.229
621444	0.027
621653	-0.023
621654	0.124
621655	-0.686
621656	-0.227
621657	-0.033
621658	-0.001
621659	-0.033
621660	-0.045
621661	0.062
621662	-0.142
621663	-0.088
621664	-0.218
621665	-0.061
621666	0.017
621667	0.061
621668	0.145
621669	0.128
621670	1.645
621671	-0.149
621672	0.172
621673	0.036
621674	0.335
621675	-0.057
621676	0.438
621677	-0.039
621678	-0.202
621679	-0.414
621680	-0.177
621681	-0.076
621682	-0.054
621683	-0.092
621684	0.051
621685	-3.673
621686	-0.138
621687	0.065
621688	0.138
621689	-0.057
621690	-0.156
621691	-0.196
621692	0.098
621693	0.001
621694	-0.304
621695	0.044
621696	-0.035
621697	0.634
621698	0.075
621699	0.099
621700	0.042
621701	0.055
621702	-0.014
621703	0.726
621704	-0.14
621705	-0.038
621706	0.244
621707	0.051
621708	-0.076
621709	-0.015
621710	0.081
621711	0.011
621712	0.169
621713	0.141
621714	-0.104
621715	0.009
621716	-0.047
621717	-0.042
621718	-0.024
621719	0.08
621720	-0.147
621721	0.241
621722	-0.053
621723	-0.588
621724	0.037
621725	-0.199
621726	0.614
621727	-0.464
621728	-0.01
621729	-1.15
621730	-0.216
621731	-0.086
621732	-0.169
621733	0.2
621734	-0.245
621735	-0.094
621736	0.089
621737	0.089
621738	-0.069
621739	0.641
621740	0.048
621741	1.634
621742	0.099
621743	-0.007
621744	-0.254
621745	-0.13
621746	-0.082
621747	-0.171
621748	-0.25
621749	-0.095
621750	-0.336
621751	-0.032
621752	-0.473
621753	0.15
621754	-0.148
621755	-0.512
621756	-0.185
621757	0.161
621758	-0.049
621759	0.049
621760	0.041
621761	0.136
621762	0.254
621763	0.019
621764	0.015
621765	0.001
621766	-0.111
621767	-0.248
621768	-0.162
621769	0.006
621770	-0.332
621771	0.337
621772	0.001
621773	-0.117
621774	-0.099
621775	0.452
621776	-0.212
621777	-0.13
621778	-0.211
621779	-0.083
621780	0.819
621781	-0.409
621782	-1.031
621783	-0.07
621784	0.057
621785	0.055
621786	0.059
621787	0.042
621788	-0.925
621789	-0.04
621790	-0.069
621791	-0.09
621792	0.094
621793	-0.019
621794	-0.348
621795	-0.41
621796	0.337
621797	0.097
621798	-0.015
621799	0.389
621800	0.133
621813	0.402
621814	1.563
621815	0.031
621816	-0.425
621817	-2.433
621818	0.332
621819	0.042
621820	-0.057
621821	-0.008
621822	0.107
621823	0.012
621824	1.458
621825	0.296
621826	-0.046
621827	0.726
621828	0.28
621829	-0.101
621830	0.055
621831	0.469
621832	-0.125
621833	-0.02
621834	-0.313
621835	0.021
621836	0.035
621837	-0.719
621838	-0.96
621839	-0.201
621840	1.616
621841	-0.271
621842	-0.145
621843	0.129
621844	0.132
622061	0.083
622062	0.047
622063	-0.167
622064	-0.401
622065	-2.586
622066	-0.42
622067	-0.15
622068	-0.218
622069	-0.007
622070	0.161
622071	-0.008
622072	-5.684
622073	1.497
622074	-0.107
622075	-0.438
622076	-0.003
622077	-0.237
622078	-0.007
622079	-0.127
622080	-0.064
622081	-0.056
622082	-0.033
622083	0.223
622084	-0.147
622085	-0.122
622086	-0.155
622087	-0.024
622088	-0.558
622089	0.395
622090	-0.018
622091	1.538
622092	0.102
622093	0.109
622094	-0.021
622095	1.344
622096	-0.152
622097	0.163
622098	0.087
622099	0.386
622100	-0.083
622101	-0.062
622102	-0.665
622103	0.074
622104	-0.206
622105	-0.194
622106	-0.164
622107	0.006
622108	-2.127
622109	-0.17
622110	-1.934
622111	0.156
622112	-0.013
622113	0.061
622114	0.081
622115	0.132
622116	0.084
622117	-0.503
622118	-0.125
622119	0.038
622120	0.027
622121	-0.002
622122	0.48
622123	0.049
622124	-0.149
622125	-0.022
622126	0.194
622127	0.013
622128	0.021
622129	0.032
622130	0.228
622131	-0.043
622132	0.198
622133	0.036
622134	-0.854
622135	0.014
622136	-0.568
622137	0.259
622138	-0.08
622139	-0.269
622140	0.08
622141	0.082
622142	-0.109
622143	-0.884
622144	-1.493
622145	-0.208
622146	-0.034
622147	-0.584
622148	-2.431
622149	0.034
622150	-0.027
622151	0.069
622152	-0.145
622153	-0.451
622154	-0.227
622155	0.255
622156	-0.059
622157	0.486
622158	-0.033
622159	0.164
622160	-0.006
622161	0.283
622162	-0.201
622163	-0.026
622164	0.534
622165	-0.003
622166	-0.236
622167	-0.288
622168	-0.56
622169	-0.299
622170	0.919
622171	0.116
622172	0.089
622173	1.186
622174	0.592
622175	-0.124
622176	-0.094
622177	-0.112
622178	-1.369
622179	0.078
622180	0.239
622181	-1.257
622182	-0.029
622183	0.048
622184	0.147
622185	0.442
622186	0.078
622187	0.079
622188	0.045
622189	0.117
622190	0.182
622191	0.18
622192	0.057
622193	0.188
622194	-0.237
622195	-0.523
622196	-0.003
622197	0.018
622198	0.013
622199	-0.06
622200	0.171
622201	-0.565
622202	0.626
622203	0.019
622204	-0.057
622205	0.155
622206	0.058
622207	1.658
622208	0.184
622213	-0.213
