Reporter	normalized log2 ratio
622201	-0.481
622202	0.806
622203	0.165
622204	-0.098
622205	0.131
622206	-0.08
622207	1.428
622208	0.036
622213	-0.032
622214	-0.742
622215	-0.249
622221	0.412
622222	0.281
622223	0.274
622224	1.19
622225	0.423
622226	0.134
622227	-0.022
622228	0.098
622229	0.557
622230	-0.971
622231	-0.13
622232	0.11
622233	0.079
622234	-0.024
622235	0.131
622236	0.141
622237	0.125
622238	0.023
622239	0.141
622240	0.258
622241	-0.02
622242	0.336
622243	0.33
622244	0.005
622245	0.056
622246	1.239
622247	0.011
622248	-0.122
622249	0.11
622250	0.22
622251	0.307
622252	0.012
622253	0.024
622254	0.215
622255	-0.017
622257	-0.083
622258	-0.048
622469	-0.068
622470	0.062
622471	-0.074
622472	0.896
622473	0.158
622474	0.005
622475	0.228
622476	-0.102
622477	-0.537
622478	0.167
622479	-0.354
622480	-0.323
622481	0.324
622482	0.059
622483	-0.007
622484	-0.073
622485	0.031
622486	-0.481
622487	-0.852
622488	0.075
622489	0.085
622490	-0.262
622491	0.049
622492	-0.4
622493	0.052
622494	-0.034
622495	0.241
622496	0.087
622497	-0.027
622498	-0.303
622499	0.083
622500	0.313
622501	-3.96
622502	0.061
622503	0.169
622504	0.017
622505	0.223
622506	-0.532
622507	-0.333
622508	-0.073
622509	-0.281
622510	-0.164
622511	0.063
622512	0.106
622513	0.076
622514	-0.08
622515	0.19
622516	0.117
622517	-0.079
622518	0.124
622519	-0.1
622520	0.184
622521	0.052
622522	0.029
622523	-0.053
622524	0.069
622525	-0.139
622526	0.19
622527	0.237
622528	-0.132
622529	1.104
622530	0.181
622531	-0.08
622532	0.11
622533	0.114
622534	0.006
622535	-0.352
622536	-0.248
622537	-0.166
622538	-0.022
622539	-0.144
622540	0.094
622541	-0.041
622542	-0.51
622543	-0.164
622544	-0.165
622545	-0.012
622546	0.186
622547	-0.551
622548	-0.152
622549	0.37
622550	0.216
622551	0.266
622552	0.212
622553	-0.086
622554	0.172
622555	-0.39
622556	-0.162
622557	-0.021
622558	-0.218
622559	-0.026
622560	-0.018
622561	0.231
622562	-0.331
622563	-0.488
622564	-0.915
622565	0.311
622566	0.035
622567	-0.023
622568	0.037
622569	-0.941
622570	-0.427
622571	0.246
622572	0.328
622573	0.141
622574	-0.424
622575	0.03
622576	-0.338
622577	0.183
622578	0.441
622579	0.054
622580	0.191
622581	-0.289
622582	0.209
622583	-0.079
622584	0.146
622585	0.035
622586	-0.196
622587	-0.461
622588	-0.105
622589	-0.05
622590	0.211
622591	0.046
622592	0.061
622593	-0.288
622594	0.273
622595	0.197
622596	-0.227
622597	-0.152
622598	-0.113
622599	0.057
622600	0.092
622601	0.124
622602	-0.409
622603	-0.222
622604	-0.351
622605	-0.048
622606	-0.224
622607	-0.074
622608	0.06
622609	-1.059
622610	-1.079
622611	-0.306
622612	-0.261
622613	0.292
622614	0.057
622615	-0.274
622616	0.111
622617	-0.986
622618	-0.337
622619	-0.028
622621	0.048
622622	-0.433
622623	0.014
622624	-0.052
622625	-0.105
622626	-0.136
622627	0.067
622628	-0.062
622629	0.514
622630	0.626
622631	0.009
622632	0.039
622633	0.291
622634	-3.66
622635	0.172
622636	1.266
622637	0.128
622638	0.736
622639	1.258
622640	-0.153
622641	0.041
622642	-0.149
622643	-0.388
622644	-0.134
622645	0.07
622646	0.156
622647	0.376
622648	0.108
622649	0.247
622650	0.229
622651	-0.074
622652	0.228
622653	0.053
622654	0.09
622655	0.6
622656	0.399
622657	0.089
622658	0.055
622659	1.173
622660	0.677
622661	0.234
622662	0.288
622663	0.231
622664	0.491
622665	0.067
622666	-0.733
622667	0.259
622668	0.126
622877	0.084
622878	0.015
622879	-0.139
622880	-0.145
622881	0.22
622882	0.117
622883	-2.704
622884	-0.125
622885	-0.318
622886	0.099
622887	0
622888	-0.204
622889	0.108
622890	-0.129
622891	-0.132
622892	-0.289
622893	0.475
622894	-0.071
622895	0.136
622896	0.06
622897	-0.251
622898	-0.094
622899	-0.532
622900	0.071
622901	-0.215
622902	-0.043
622903	-0.246
622904	-0.183
622905	0.163
622906	0.124
622907	-0.082
622908	0.251
622909	-0.078
622910	0.182
622911	-0.297
622912	-0.135
622913	0.307
622914	0.144
622915	-0.011
622916	-0.365
622917	0.286
622918	-0.638
622919	-0.084
622920	0.054
622921	0.309
622922	0.265
622923	-0.047
622924	-0.142
622925	-0.526
622926	-0.057
622927	-0.005
622928	-0.055
622929	-0.126
622930	0.168
622931	0.282
622932	0.289
622933	-0.604
622934	-0.175
622935	-0.146
622936	0.111
622937	0.222
622938	-0.001
622939	-0.025
622940	0.058
622941	0.1
622942	-0.071
622943	-0.491
622944	-0.068
622945	-0.021
622946	0.245
622947	0.017
622948	0.205
622949	-0.385
622950	0.096
622951	-0.344
622952	-0.242
622953	-0.048
622954	0.003
622955	-0.079
622956	0.114
622957	-0.102
622958	-0.118
622959	0.257
622960	0.268
622961	-0.052
622962	0.22
622963	0.217
622964	-0.056
622965	0.111
622966	0.26
622967	0.144
622968	0.079
622969	0.095
622970	0.124
622971	-0.055
622972	0.168
622973	0.21
622974	-0.237
622975	0.036
622976	0.322
622977	0.116
622978	-1.553
622979	0.222
622980	0.225
622981	0.1
622982	0.27
622983	0.115
622984	0.261
622985	0.006
622986	0.216
622987	0.115
622988	0.238
622989	0.168
622990	0
622991	-0.176
622992	0.154
622993	0.276
622994	-0.188
622995	-0.052
622996	0.159
622997	0.075
622998	-0.269
622999	-0.64
623000	-0.196
623001	0.122
623002	-0.025
623003	0.152
623004	-0.04
623005	-1.016
623006	0.021
623007	-0.363
623008	-0.729
623009	0.21
623010	0.946
623011	-0.148
623012	-0.1
623013	-0.084
623014	-0.159
623015	-0.379
623016	0.206
623017	0.003
623018	-0.012
623019	-0.075
623020	0.369
623021	0.22
623022	0.16
623023	0.261
623024	0.189
623025	-0.087
623026	-0.14
623027	0.324
623028	-0.153
623029	0.3
623030	0.084
623031	0.017
623032	-0.041
623033	0.055
623034	-0.095
623035	-3.59
623036	-0.067
623037	-0.019
623038	0.193
623039	0.143
623040	-0.052
623041	-0.139
623042	0.473
623043	0.177
623044	0.115
623045	-0.226
623046	-0.176
623047	0.498
623048	0.378
623049	0.567
623050	0.136
623051	0.214
623052	0.305
623053	0.186
623054	0.131
623055	0.107
623056	0.153
623057	0.296
623058	0.288
623059	0.074
623060	-1.508
623061	-0.433
623062	0.018
623063	0.059
623064	0.659
623065	0.13
623066	0.053
623067	0.108
623068	0.366
623069	0.13
623070	0.966
623071	0.115
623072	1.057
623073	0.008
623074	0.218
623075	0.533
623076	0.475
623285	0.407
623286	-0.174
623287	1.489
623288	0.088
623289	-0.085
623290	0.146
623291	-0.057
623292	0.151
623293	0.51
623294	-0.063
623295	0.076
623296	0.114
623297	0.22
623298	0.492
623299	-0.19
623300	-0.091
623301	0.136
623302	-0.085
623303	0.142
623304	0.051
623305	0.145
623306	0.079
623307	-0.256
623308	0.018
623309	0.157
623310	-0.175
623311	0.022
623312	-0.57
623313	-0.371
623314	-0.174
623315	-0.165
623316	-0.282
623317	0.077
623318	-0.424
623319	0.001
623320	-0.278
623321	-0.011
623322	-0.364
623323	-0.273
623324	-0.091
623325	-0.063
623326	-2.216
623327	0.279
623328	-0.211
623329	-0.041
623330	0.201
623331	-0.375
623332	-0.042
623333	0.356
623334	-0.124
623335	0.195
623336	-0.11
623337	-0.045
623338	0.224
623339	-0.154
623340	0.348
623341	0.225
623342	0.235
623343	0.234
623344	0.032
623345	-0.756
623346	-0.184
623347	0.034
623348	-0.366
623349	-0.378
623350	-0.096
623351	0.378
623352	-0.194
623353	0.023
623354	0.107
623355	-0.005
623356	0.114
623357	-0.163
623358	0.323
623359	0.506
623360	-0.053
623361	0.245
623362	0.211
623363	0.046
623364	-0.253
623365	0.312
623366	0.137
623367	-0.628
623368	0.062
623369	0.134
623370	-0.498
623371	0.188
623372	0.3
623373	-0.063
623374	-0.28
623375	0.157
623376	-0.67
623377	0.229
623378	-0.426
623379	-0.241
623380	0.069
623381	0.101
623382	0.081
623383	-0.077
623384	-0.079
623385	0.112
623386	0.115
623387	0.236
623388	0.066
623389	0.033
623390	-1.484
623391	-0.042
623392	-0.041
623393	0.251
623394	-0.545
623395	0.174
623396	-0.02
623397	0.218
623398	0.147
623399	0.199
623400	-0.006
623401	-0.227
623402	-0.596
623403	-0.499
623404	0.064
623405	0.076
623406	0.207
623407	0.061
623408	0.245
623409	0.111
623410	0.341
623411	-0.595
623412	0.343
623413	-0.291
623414	-0.247
623415	0.322
623416	0.1
623417	0.305
623418	-0.221
623419	-0.455
623420	-0.063
623421	0.017
623422	-0.005
623423	0.09
623424	-0.422
623425	0.04
623426	0.119
623427	0.231
623428	-0.201
623429	0.344
623430	-0.006
623431	0.164
623432	0.112
623445	0.677
623446	0.011
623447	0.152
623448	0.146
623449	0.295
623450	0.067
623451	0.04
623452	-0.252
623453	0.178
623454	0.096
623455	-0.048
623456	-0.082
623457	0.097
623458	0.151
623459	0.75
623460	0.326
623461	0.091
623462	1.609
623463	-0.113
623464	0.023
623465	-0.309
623466	-0.641
623467	0.091
623468	-0.035
623469	0.497
623470	-0.116
623471	0.188
623472	-2.78
623473	0.006
623474	-0.163
623475	0.16
623476	1.471
623693	0.513
623694	-0.243
623695	0.098
623696	-0.019
623697	0.036
623698	0.058
623699	-0.062
623700	-0.14
623701	-0.107
623702	0.079
623703	0.218
623704	0.115
623705	-0.422
623706	-0.597
623707	-0.216
623708	0.036
623709	0.074
623710	-0.119
623711	0.208
623712	-0.181
623713	-1.428
623714	0.314
623715	0.08
623716	-0.153
623717	0.125
623718	0.396
623719	0.028
623720	0.339
623721	-0.199
623722	0.183
623723	0.072
623724	0.369
623725	-0.062
623726	-0.283
623727	0.241
623728	0.268
623729	0.114
623730	-1.108
623731	-0.441
623732	0.139
623733	0.004
623734	-0.079
623735	0.105
623736	0.161
623737	0.102
623738	-0.026
623739	-0.244
623740	0.18
623741	0.317
623742	-0.322
623743	-0.545
623744	-0.318
623745	-0.507
623746	0.045
623747	0.326
623748	-0.472
623749	-0.273
623750	-0.007
623751	-0.078
623752	-0.04
623753	-0.055
623754	0.054
623755	0.234
623756	-0.426
623757	-0.233
623758	0.284
623759	-0.082
623760	0.142
623761	0.11
623762	0.213
623763	-0.017
623764	1.623
623765	0.016
623766	-0.284
623767	-0.055
623768	0.013
623769	-0.144
623770	0.29
623771	0.192
623772	0.101
623773	-0.125
623774	-0.291
623775	-0.232
623776	0.039
623777	-0.067
623778	0.055
623779	-0.617
623780	-0.578
623781	0.043
623782	0.192
623783	-0.477
623784	0.053
623785	0.174
623786	-0.444
623787	0.174
623788	-0.355
623789	0.121
623790	0.1
623791	-0.088
623792	-0.391
623793	0.108
623794	0
623795	0.049
623796	0.209
623797	0.609
623798	0.162
623799	-0.351
623800	0.222
623801	0.308
623802	0.163
623803	-4.724
623804	0.188
623805	0.247
623806	-0.002
623807	-0.689
623808	-0.094
623809	-0.171
623810	0.124
623811	0.065
623812	0.358
623813	1.335
623814	0.251
623815	-0.056
623816	-0.425
623817	-0.027
623818	-0.004
623819	-0.142
623820	-0.201
623821	-0.02
623822	0.003
623823	-0.107
623824	-0.233
623825	0.071
623826	-0.214
623827	0.194
623828	-0.168
623829	-0.182
623830	0.001
623831	0.141
623832	-0.397
623833	0.09
623834	-1.029
623835	-0.183
623836	-0.179
623837	0.096
623838	-0.232
623839	-0.167
623840	0.033
623845	-0.079
623846	-0.584
623847	-0.107
623853	0.31
623854	-0.627
623855	0.431
623856	0.039
623857	0.094
623858	0.094
623859	-0.691
623860	0.12
623861	-0.251
623862	-0.142
623863	-0.236
623864	0.439
623865	0.336
623866	0.166
623867	0.003
623868	0.173
623869	0.262
623870	-0.612
623871	0.405
623872	-0.221
623873	0.746
623874	0.081
623875	-0.107
623876	0.084
623877	-0.034
623878	0.038
623879	-0.048
623880	0.638
623881	0.053
623882	-0.084
623883	-0.593
623884	0.284
623885	0.029
623886	0.332
623887	0.369
623889	-0.048
623890	-0.048
624101	0.072
624102	0.085
624103	-0.279
624104	-0.236
624105	0.09
624106	-1.497
624107	-0.048
624108	0.173
624109	0.306
624110	-0.178
624111	0.176
624112	-0.123
624113	-0.117
624114	-0.38
624115	0.158
624116	-0.44
624117	-0.037
624118	-0.468
624119	0.322
624120	-0.085
624121	0.177
624122	0.522
624123	0.162
624124	-0.22
624125	-0.907
624126	0.198
624127	0.43
624128	0.12
624129	0.041
624130	-0.128
624131	0.08
624132	-0.458
624133	0.135
624134	0.091
624135	0.032
624136	-0.545
624137	0.266
624138	0.11
624139	0.077
624140	0.527
624141	-0.001
624142	-0.658
624143	-0.243
624144	0.128
624145	-0.517
624146	-0.142
624147	-0.153
624148	-0.038
624149	0.241
624150	0.118
624151	0.069
624152	0.27
624153	0.208
624154	0.058
624155	-0.021
624156	-4.552
624157	-0.165
624158	0.229
624159	0.145
624160	-0.328
624161	-0.092
624162	0.446
624163	0.27
624164	0.181
624165	-0.179
624166	0.023
624167	0.138
624168	-0.048
624169	0.209
624170	0.587
624171	-0.568
624172	0.076
624173	-0.02
624174	0.097
624175	-0.044
624176	-0.306
624177	0.014
624178	-0.051
624179	0.024
624180	0.142
624181	-0.071
624182	-0.026
624183	0.716
624184	-0.119
624185	-0.182
624186	-0.035
624187	-0.016
624188	-0.295
624189	-0.086
624190	-0.284
624191	0.298
624192	0.182
624193	0.015
624194	-0.041
624195	0.035
624196	-1.937
624197	-0.082
624198	0.061
624199	0.271
624200	-0.334
624201	-0.254
624202	0.07
624203	-0.271
624204	-0.079
624205	1.189
624206	-0.437
624207	0.07
624208	-0.049
624209	-0.067
624210	-2.546
624211	0.101
624212	-0.062
624213	0.121
624214	0.277
624215	-0.73
624216	0.069
624217	0.148
624218	-0.014
624219	0.117
624220	0.199
624221	-0.035
624222	0.384
624223	0.065
624224	0.156
624225	-0.499
624226	-0.294
624227	0.059
624228	0.174
624229	0.348
624230	0.092
624231	-0.398
624232	-0.242
624233	-0.295
624234	0.301
624235	-0.059
624236	-0.608
624237	-0.792
624238	-0.26
624239	0.042
624240	-0.208
624241	-0.161
624242	0.264
624243	-0.257
624244	-0.329
624245	0.19
624246	-0.057
624247	0.097
624248	0.021
624249	0.191
624250	0.239
624251	0.149
624253	0.238
624254	0.046
624255	-0.054
624256	0.116
624257	0.006
624258	0.005
624259	0.037
624260	0.11
624261	-0.26
624262	0.487
624263	0.101
624264	-0.199
624265	1.491
624266	0.37
624267	0.09
624268	-1.462
624269	-0.03
624270	0.052
624271	0.476
624272	0.074
624273	0.103
624274	0.055
624275	-0.664
624276	-0.149
624277	-0.504
624278	0.021
624279	0.497
624280	-0.316
624281	0.331
624282	0.625
624283	0.031
624284	0.328
624285	-0.893
624286	0.086
624287	0.625
624288	0.244
624289	0.68
624290	1.324
624291	0.311
624292	0.034
624293	0.215
624294	-0.866
624295	0.326
624296	0.216
624297	-0.686
624298	-0.626
624299	-0.274
624300	0.504
624509	0.251
624510	0.295
624511	-0.448
624512	0.107
624513	0.301
624514	0.227
624515	0.194
624516	0.073
624517	-0.135
624518	-0.051
624519	-0.027
624520	0.187
624521	-0.008
624522	-0.675
624523	0.031
624524	0.115
624525	0.185
624526	-0.329
624527	-0.252
624528	0.07
624529	0.242
624530	-0.774
624531	-0.009
624532	0.28
624533	-0.005
624534	0.146
624535	0.206
624536	-0.083
624537	-0.08
624538	0.139
624539	-0.195
624540	0.021
624541	0.03
624542	0.169
624543	0.174
624544	0.138
624545	-0.062
624546	-0.272
624547	-0.04
624548	0.153
624549	-0.228
624550	-0.154
624551	0.293
624552	0.111
624553	0.132
624554	0.095
624555	-0.117
624556	1.058
624557	-2.217
624558	-0.012
624559	0.071
624560	-0.094
624561	0.334
624562	0.117
624563	0.243
624564	0.187
624565	-0.15
624566	0.047
624567	0.327
624568	0.375
624569	0.107
624570	-0.061
624571	-0.367
624572	-2.184
624573	-0.09
624574	-0.372
624575	0.213
624576	-0.077
624577	-0.366
624578	-0.507
624579	0.178
624580	-0.024
624581	-0.473
624582	-0.141
624583	-0.011
624584	-0.647
624585	-0.087
624586	0.172
624587	0.135
624588	-0.03
624589	0.265
624590	-5.093
624591	-0.38
624592	0.594
624593	0.499
624594	-0.043
624595	0.475
624596	0.004
624597	0.034
624598	-0.758
624599	0.241
624600	0.491
624601	-0.001
624602	0.278
624603	0.066
624604	0.012
624605	0.274
624606	0.274
624607	0.179
624608	0.137
624609	-0.286
624610	0.215
624611	-0.031
624612	0.117
624613	0.095
624614	0.147
624615	0.206
624616	-0.249
624617	-0.132
624618	-0.07
624619	0.272
624620	-0.725
624621	0.268
624622	0.212
624623	-0.162
624624	-0.012
624625	-0.46
624626	-0.134
624627	0.33
624628	0.314
624629	-0.112
624630	-0.045
624631	-0.183
624632	-1.192
624633	0.364
624634	-1.062
624635	-0.048
624636	0.292
624637	-0.196
624638	-0.678
624639	1.552
624640	-0.426
624641	-0.535
624642	0.027
624643	-0.234
624644	0.055
624645	0.373
624646	0.057
624647	-0.217
624648	-0.306
624649	0.234
624650	-1.867
624651	0.006
624652	0.007
624653	-0.129
624654	-0.06
624655	-0.272
624656	0.111
624657	-0.225
624658	-0.607
624659	0.352
624660	-0.323
624661	0.251
624662	-0.217
624663	-0.163
624664	-0.025
624665	0.112
624666	0.055
624667	0.039
624668	0.003
624669	0.426
624670	0.334
624671	1.141
624672	0.448
624673	0.138
624674	0.029
624675	-0.919
624676	0.052
624677	0.226
624678	-0.336
624679	0.36
624680	0.163
624681	0.411
624682	0.319
624683	-0.015
624684	0.381
624685	0.212
624686	0.064
624687	0.341
624688	-0.509
624689	0.116
624690	0.125
624691	0.253
624692	0.372
624693	0.311
624694	0.453
624695	0.495
624696	0.034
624697	-0.315
624698	-0.056
624699	0.713
624700	0.216
624701	-0.02
624702	0.035
624703	0.038
624704	0.304
624705	-0.095
624706	-0.609
624707	-0.026
624708	0.129
624917	0.022
624918	-0.265
624919	0.211
624920	-0.116
624921	-0.175
624922	-0.08
624923	0.142
624924	-1.274
624925	-0.329
624926	-0.54
624927	-0.412
624928	-0.131
624929	0.146
624930	0.009
624931	0.174
624932	0.515
624933	-0.245
624934	-0.326
624935	-0.173
624936	-0.245
624937	-0.016
624938	-0.237
624939	0.577
624940	-0.166
624941	0.026
624942	-0.119
624943	-0.139
624944	-0.188
624945	-0.476
624946	-0.123
624947	-0.162
624948	0.174
624949	-0.356
624950	-0.716
624951	0.458
624952	-0.955
624953	0.054
624954	0.195
624955	0.108
624956	0.126
624957	-0.14
624958	0.075
624959	-1.099
624960	-0.236
624961	0.204
624962	0.162
624963	-0.377
624964	0.308
624965	0.11
624966	0.167
624967	0.226
624968	0.096
624969	0.225
624970	-0.045
624971	1.144
624972	0.544
624973	0.041
624974	-0.204
624975	0.28
624976	-0.261
624977	-0.259
624978	0.019
624979	0.139
624980	0.117
624981	-0.131
624982	-0.18
624983	0.389
624984	-0.105
624985	-0.092
624986	-0.213
624987	0.027
624988	-0.028
624989	-0.169
624990	0.144
624991	-0.036
624992	-0.237
624993	0.26
624994	-0.385
624995	0.238
624996	-0.05
624997	0.003
624998	-0.108
624999	0.037
625000	0.163
625001	-0.069
625002	0.351
625003	0.01
625004	0.136
625005	0.607
625006	-0.341
625007	-0.066
625008	0.201
625009	-0.024
625010	0.008
625011	-0.016
625012	0.106
625013	-0.174
625014	0.205
625015	-0.106
625016	0.182
625017	0.011
625018	0.083
625019	-0.185
625020	-0.028
625021	-0.411
625022	-0.114
625023	-0.343
625024	0.043
625025	-0.004
625026	-0.004
625027	0.085
625028	0.096
625029	0.174
625030	-0.271
625031	-0.206
625032	-0.231
625033	-0.203
625034	-0.127
625035	-0.02
625036	-0.122
625037	0.314
625038	0.087
625039	-0.206
625040	0
625041	-0.106
625042	0.048
625043	-0.237
625044	-0.174
625045	-0.095
625046	-0.762
625047	0.224
625048	-0.253
625049	-0.076
625050	0.309
625051	0.044
625052	0.071
625053	0.009
625054	-0.479
625055	0.078
625056	0.166
625057	0.027
625058	-0.06
625059	-0.128
625060	-0.569
625061	-0.014
625062	-0.037
625063	0.003
625064	-0.019
625077	-0.255
625078	-0.169
625079	0.112
625080	-0.189
625081	-0.464
625082	-0.16
625083	0.225
625084	0.169
625085	-0.038
625086	0.049
625087	0.143
625088	-0.15
625089	-0.456
625090	0.197
625091	0.195
625092	0.134
625093	0.04
625094	0.354
625095	-1.169
625096	0.022
625097	0.143
625098	1.444
625099	0.21
625100	-0.125
625101	0.589
625102	0.471
625103	0.352
625104	-0.022
625105	0.561
625106	1.367
625107	0.603
625108	-0.223
625325	-0.216
625326	-0.04
625327	-0.195
625328	0.069
625329	0.044
625330	0.769
625331	0.018
625332	-0.365
625333	-0.147
625334	0.187
625335	-0.072
625336	0.215
625337	-0.118
625338	-0.176
625339	-0.194
625340	0.004
625341	-0.092
625342	-0.425
625343	-0.012
625344	0.25
625345	0.13
625346	-0.216
625347	0.218
625348	0.026
625349	-0.272
625350	-1.279
625351	0.299
625352	0.113
625353	-0.214
625354	-0.074
625355	-0.119
625356	-0.509
625357	0.441
625358	0.093
625359	0.061
625360	0.214
625361	0.32
625362	-0.083
625363	-0.235
625364	0.051
625365	0.118
625366	0.178
625367	0.095
625368	-0.095
625369	-0.414
625370	0.14
625371	0.022
625372	0.434
625373	0.187
625374	-0.355
625375	-0.082
625376	-0.051
625377	0.111
625378	-0.136
625379	-0.277
625380	0.123
625381	0.025
625382	-0.145
625383	0.409
625384	-0.098
625385	0.063
625386	-0.176
625387	0.286
625388	0.302
625389	0.14
625390	-0.007
625391	-0.641
625392	0.003
625393	-0.062
625394	0.664
625395	0.149
625396	0.058
625397	0.127
625398	-0.306
625399	-0.274
625400	-0.022
625401	0.158
625402	-0.451
625403	0.623
625404	-0.483
625405	-0.135
625406	0.021
625407	0.03
625408	0.296
625409	0.206
625410	0.239
625411	0.055
625412	-0.015
625413	-0.256
625414	0.25
625415	0.215
625416	-0.439
625417	-0.314
625418	0.027
625419	0.433
625420	-0.382
625421	0.002
625422	-0.466
625423	-0.005
625424	-0.135
625425	-0.14
625426	-0.939
625427	0.01
625428	0.084
625429	0.049
625430	0.045
625431	-0.144
625432	0.02
625433	-0.213
625434	-0.221
625435	0.112
625436	0.131
625437	-0.376
625438	-0.364
625439	-1.891
625440	0.098
625441	-0.657
625442	0.089
625443	-0.299
625444	0.195
625445	-0.16
625446	-0.207
625447	-0.541
625448	-0.385
625449	-0.083
625450	0.431
625451	-0.032
625452	-0.727
625453	0.741
625454	0.158
625455	0.028
625456	-0.074
625457	0.141
625458	-0.115
625459	-0.118
625460	-0.142
625461	0.015
625462	-0.033
625463	0.406
625464	0.317
625465	0.028
625466	0.064
625467	-0.041
625468	0.644
625469	0.313
625470	0.383
625471	-0.037
625472	-0.173
625477	0.015
625478	-0.179
625479	-0.009
625485	-0.045
625486	0.361
625487	-0.274
625488	0.317
625489	-0.032
625490	-0.13
625491	-1.436
625492	0.433
625493	0.087
625494	0.139
625495	-0.398
625496	0.36
625497	0.063
625498	-0.018
625499	0.299
625500	0.427
625501	0.15
625502	1.589
625503	-1.016
625504	0.221
625505	0.156
625506	0.175
625507	0.099
625508	0.082
625509	-0.493
625510	0.566
625511	-0.056
625512	-0.181
625513	-0.411
625514	0.444
625515	-0.236
625516	0.186
625517	0.2
625518	0.019
625519	-0.654
625521	0.078
625522	0.471
625733	0.242
625734	-0.209
625735	-0.286
625736	0.028
625737	0.427
625738	0.131
625739	-0.815
625740	-0.075
625741	0.136
625742	-0.116
625743	-0.112
625744	0.158
625745	0.079
625746	0.331
625747	0.103
625748	-0.029
625749	0.171
625750	-0.669
625751	0.118
625752	0.134
625753	-0.093
625754	-0.129
625755	-0.38
625756	0.219
625757	-0.242
625758	0.001
625759	-0.105
625760	0.13
625761	0.021
625762	0.042
625763	0.39
625764	1.53
625765	1.634
625766	-0.655
625767	0.167
625768	0.204
625769	-0.751
625770	-0.486
625771	0.194
625772	1.019
625773	-0.619
625774	-0.149
625775	0.009
625776	0.193
625777	0.03
625778	-0.131
625779	0.133
625780	0.336
625781	0.084
625782	0.178
625783	-0.164
625784	0.139
625785	0.07
625786	-0.236
625787	0.052
625788	0.316
625789	0.117
625790	-0.092
625791	0.008
625792	0.083
625793	0.129
625794	0.255
625795	0.216
625796	-0.025
625797	0.156
625798	-0.116
625799	-0.224
625800	-0.004
625801	0.058
625802	1.284
625803	-0.31
625804	0.392
625805	0.509
625806	-0.005
625807	-0.325
625808	-0.184
625809	-1.344
625810	0.018
625811	0.244
625812	0.186
625813	-0.184
625814	0.174
625815	-0.393
625816	-0.019
625817	0.01
625818	-0.233
625819	0.006
625820	0.079
625821	0.137
625822	0.238
625823	-0.194
625824	0.269
625825	-0.092
625826	-0.08
625827	-0.001
625828	0.105
625829	0.319
625830	-0.114
625831	-0.457
625832	-0.413
625833	-0.007
625834	1.62
625835	-0.158
625836	-0.015
625837	0.705
625838	-0.222
625839	-0.148
625840	0.129
625841	-0.153
625842	0.01
625843	0.373
625844	-0.156
625845	-0.324
625846	-0.221
625847	-0.146
625848	-0.084
625849	0.065
625850	0.364
625851	-0.342
625852	-0.324
625853	-0.238
625854	-0.323
625855	-0.084
625856	0.099
625857	0.138
625858	1.354
625859	-0.086
625860	-0.418
625861	-0.077
625862	-0.055
625863	-0.171
625864	1.513
625865	0.013
625866	-0.143
625867	0.214
625868	-0.119
625869	-0.683
625870	0.01
625871	-0.476
625872	0.238
625873	-0.023
625874	-0.227
625875	0.939
625876	-0.266
625877	0.542
625878	-1.378
625879	0.189
625880	-0.408
625881	-0.184
625882	-0.209
625883	-0.076
625885	0.143
625886	-0.029
625887	0.124
625888	0.459
625889	-0.055
625890	0.101
625891	-0.198
625892	-0.011
625893	-0.032
625894	-0.141
625895	0.009
625896	-0.01
625897	0.909
625898	-0.053
625899	0.382
625900	0.181
625901	-1.508
625902	0.02
625903	-0.703
625904	0.311
625905	0.084
625906	-0.741
625907	0.103
625908	0.397
625909	0.114
625910	0.003
625911	-0.025
625912	0.075
625913	0.226
625914	0.068
625915	0.124
625916	0.437
625917	-0.645
625918	1.106
625919	1.201
625920	0.064
625921	-0.156
625922	0.001
625923	-0.171
625924	-0.048
625925	-0.101
625926	-0.224
625927	0.042
625928	0.053
625929	0.061
625930	-0.058
625931	0.235
625932	0.053
626141	-0.053
626142	0.203
626143	-0.056
626144	0.421
626145	0.222
626146	0.149
626147	0.03
626148	0.121
626149	-0.118
626150	-0.329
626151	-0.078
626152	-0.45
626153	-0.056
626154	-0.168
626155	0.038
626156	0.102
626157	-0.165
626158	0.408
626159	0.01
626160	0.158
626161	0.12
626162	0.112
626163	-0.043
626164	0.176
626165	0.057
626166	0.197
626167	0.371
626168	0.152
626169	0.055
626170	0.094
626171	-0.112
626172	-0.015
626173	-0.027
626174	-0.184
626175	0.121
626176	0.401
626177	-0.03
626178	-0.01
626179	0.313
626180	-0.66
626181	-0.433
626182	0.15
626183	-0.221
626184	-0.164
626185	0.118
626186	-0.107
626187	-0.066
626188	0.31
626189	0.123
626190	-0.341
626191	0.137
626192	0.294
626193	-0.234
626194	-0.356
626195	0.197
626196	-0.473
626197	0.489
626198	0.083
626199	0.023
626200	0.319
626201	0.022
626202	0.044
626203	0.177
626204	-0.044
626205	-0.415
626206	0.152
626207	-0.352
626208	0.158
626209	0.132
626210	0.145
626211	-0.043
626212	0.055
626213	-0.016
626214	-0.076
626215	0.004
626216	-0.269
626217	-0.097
626218	0.137
626219	-0.146
626220	-0.28
626221	-0.14
626222	0.247
626223	-2.325
626224	-0.185
626225	0.057
626226	0.165
626227	0.596
626228	0.146
626229	-0.218
626230	-0.106
626231	0.074
626232	-0.094
626233	-0.084
626234	0.46
626235	-0.056
626236	-0.094
