Reporter	normalized log2 ratio
618838	-0.02
618839	0.124
618840	0.677
618841	-0.299
618842	-0.094
618843	0.104
618844	0.014
618845	-0.046
618846	0.186
618847	0.191
618848	-0.241
618849	-1.078
618850	-0.08
618851	-0.538
618852	-0.144
618853	-0.122
618854	0.013
618855	0.022
618856	-0.022
618857	0.18
618858	-0.994
618859	-0.023
618860	0.14
618861	-0.307
618862	0.188
618863	-0.554
618864	-0.211
618865	-0.341
618866	-1.257
618867	-1.539
618868	-0.496
618869	0.226
618870	-0.177
618871	-0.009
618872	-0.03
618873	-0.052
618874	-1.952
618875	0.202
618876	0.294
618877	0.39
618878	0.269
618879	-0.24
618880	0.275
618881	-0.858
618882	0.277
618883	-0.319
618884	0.008
618885	-0.402
618886	-0.031
618887	0.321
618888	0.308
618889	-0.242
618890	-0.408
618891	-0.421
618892	-0.355
618893	0.083
618894	-0.251
618895	-0.02
618896	-0.088
618897	0.006
618898	0.049
618899	0.145
618900	0.122
618901	0.026
618902	-0.272
618903	0.263
618904	-0.01
618905	0.009
618906	-0.014
618907	-0.299
618908	-0.219
618909	-0.026
618910	-0.046
618911	-0.108
618912	-0.433
618913	0.312
618914	0.015
618915	0.097
618916	-0.075
618917	-0.148
618918	0.149
618919	0.336
618920	0.076
618921	-0.053
618922	0.3
618923	-0.232
618924	0.136
618925	-0.226
618926	-0.152
618927	0.092
618928	-0.185
618929	0.118
618930	-0.235
618931	-0.184
618932	0.771
618933	0.067
618934	-0.069
618935	-0.926
618936	0.01
618937	-0.185
618938	0.633
618939	-0.211
618940	0.072
618941	0.211
618942	-0.064
618943	-0.26
618944	-0.287
618949	-0.192
618950	-0.182
618951	-0.57
618953	-0.032
618957	0.156
618958	0.101
618959	0.056
618960	-0.12
618961	0.283
618962	0.49
618963	0.193
618964	0.007
618965	0.419
618966	0.205
618967	0.167
618968	0.168
618969	0.061
618970	0.62
618971	0.173
618972	0.313
618973	-0.031
618974	-0.088
618975	0.255
618976	0.201
618977	0.244
618978	-0.116
618979	0.079
618980	0.3
618981	0.162
618982	-0.074
618983	0.522
618984	0.482
618985	0.03
618986	0.652
618987	0.054
618988	0.208
618989	0.282
618990	0.017
618991	0.748
618993	0.082
618994	0.148
619205	-0.106
619206	0.155
619207	0.213
619208	0.185
619209	0.246
619210	-0.017
619211	0.098
619212	0.659
619213	-0.38
619214	-0.167
619215	-0.301
619216	1.416
619217	0.118
619218	-0.076
619219	-0.126
619220	0.079
619221	0.161
619222	-0.276
619223	0.11
619224	-0.142
619225	0.342
619226	0.415
619227	-0.459
619228	0.096
619229	-0.299
619230	-1.367
619231	-0.139
619232	0.109
619233	0.114
619234	0.06
619235	-0.055
619236	0.173
619237	-0.223
619238	-0.472
619239	-0.338
619240	-0.093
619241	0.085
619242	-0.582
619243	-0.064
619244	0.324
619245	0.067
619246	0.085
619247	-1.942
619248	-0.645
619249	1.361
619250	-0.712
619251	0.103
619252	0.029
619253	0.114
619254	-0.259
619255	-0.015
619256	0.23
619257	1.375
619258	-0.445
619259	-0.021
619260	0.131
619261	0.114
619262	-0.006
619263	-0.1
619264	-0.576
619265	0.067
619266	0.581
619267	-0.17
619268	-0.146
619269	-0.779
619270	0.29
619271	0.264
619272	0.141
619273	-0.605
619274	-0.569
619275	0.009
619276	-0.622
619277	0.108
619278	0.008
619279	0.104
619280	-0.144
619281	-0.053
619282	0.032
619283	0.149
619284	0.09
619285	-0.21
619286	-0.115
619287	0.292
619288	0.299
619289	0.008
619290	-0.172
619291	0.25
619292	-0.022
619293	-0.137
619294	-0.29
619295	0.054
619296	-0.167
619297	0.122
619298	-0.241
619299	0.523
619300	0.267
619301	0.245
619302	0.179
619303	0.073
619304	0.09
619305	-0.022
619306	0.066
619307	-0.025
619308	0.102
619309	-0.214
619310	0.072
619311	0.345
619312	0.056
619313	-0.366
619314	0.287
619315	-0.184
619316	-0.34
619317	0.258
619318	-0.124
619319	0.906
619320	-0.05
619321	-0.177
619322	-0.005
619323	-0.288
619324	0.452
619325	0.152
619326	-0.155
619327	-0.192
619328	0.197
619329	-0.104
619330	0.08
619331	0.509
619332	-0.066
619333	-0.909
619334	0.081
619335	0.037
619336	0.037
619337	-0.782
619338	0.021
619339	-1.144
619340	0.22
619341	0.347
619342	1.165
619343	0.229
619344	0.155
619345	0.077
619346	-0.463
619347	0.052
619348	-0.89
619349	-0.286
619350	-0.033
619351	-0.185
619352	-0.064
619353	-0.248
619354	0.142
619355	0.275
619357	0.082
619358	0.484
619359	0.318
619360	0.234
619361	-0.074
619362	-0.02
619363	-0.084
619364	-0.079
619365	0.133
619366	-0.764
619367	-0.333
619368	0.177
619369	0.205
619370	-0.084
619371	-0.74
619372	0.426
619373	0.231
619374	-0.224
619375	-0.017
619376	-0.113
619377	0
619378	0.326
619379	-0.041
619380	0.029
619381	-0.175
619382	0.209
619383	0.049
619384	0.34
619385	0.022
619386	1.309
619387	-0.044
619388	-0.837
619389	0.011
619390	-0.037
619391	0.431
619392	-0.014
619393	1.532
619394	0.626
619395	-0.164
619396	0.439
619397	0.288
619398	0.463
619399	0.638
619400	0.089
619401	0.224
619402	0.102
619403	-0.215
619404	0.1
619613	0.178
619614	0.12
619615	0.289
619616	-0.112
619617	0.54
619618	0.258
619619	-0.358
619620	-0.007
619621	-0.011
619622	0.15
619623	0.287
619624	-0.149
619625	-0.061
619626	-0.043
619627	-0.046
619628	0.005
619629	-0.031
619630	0.064
619631	-0.504
619632	0.003
619633	-0.038
619634	0.018
619635	-2.495
619636	0.06
619637	0.207
619638	-0.008
619639	0.24
619640	-0.194
619641	-0.232
619642	-1.175
619643	-0.258
619644	0.291
619645	0.014
619646	0.019
619647	0.143
619648	-0.005
619649	-0.134
619650	0.113
619651	-0.113
619652	-0.025
619653	0.364
619654	-0.739
619655	-0.456
619656	-0.405
619657	1.148
619658	-0.184
619659	0.628
619660	1.013
619661	0.045
619662	0.179
619663	0.19
619664	-1.375
619665	0.179
619666	0.222
619667	-0.04
619668	-0.393
619669	0.31
619670	0.137
619671	-0.29
619672	0.136
619673	0.067
619674	-0.428
619675	-0.055
619676	0.173
619677	-0.006
619678	0.133
619679	-0.11
619680	0.025
619681	0.275
619682	0.087
619683	0.167
619684	0.361
619685	-0.247
619686	-0.016
619687	-0.068
619688	0.055
619689	0.059
619690	0.659
619691	-0.105
619692	-0.025
619693	0.255
619694	0.295
619695	-0.185
619696	-0.132
619697	-0.311
619698	-0.407
619699	0.221
619700	0.209
619701	-0.835
619702	0.021
619703	-0.322
619704	0.031
619705	0.122
619706	-0.502
619707	-0.471
619708	-0.573
619709	0.059
619710	-0.256
619711	0.086
619712	-0.179
619713	0.048
619714	-0.057
619715	-1.344
619716	-0.571
619717	0.11
619718	0.15
619719	0.212
619720	-0.208
619721	0.127
619722	0.021
619723	-0.226
619724	0.24
619725	-0.512
619726	0.019
619727	0.376
619728	-1.122
619729	0.091
619730	0.296
619731	-0.417
619732	-0.06
619733	0.22
619734	0.134
619735	0.31
619736	0.097
619737	0.117
619738	-0.6
619739	0.21
619740	-0.232
619741	-0.013
619742	0.138
619743	-0.012
619744	-0.003
619745	-0.192
619746	0.065
619747	0.24
619748	-0.497
619749	0.069
619750	0.066
619751	1.227
619752	-0.254
619753	0.114
619754	-0.141
619755	-0.181
619756	0.009
619757	0.594
619758	0.34
619759	0.006
619760	-0.124
619761	-0.089
619762	0.072
619763	-0.181
619764	0.064
619765	0.153
619766	-2.297
619767	-0.058
619768	0.075
619769	-0.212
619770	-0.113
619771	-0.232
619772	-0.327
619773	0.028
619774	1.353
619775	-0.196
619776	0.213
619777	0.301
619778	0.166
619779	1.305
619780	0.153
619781	0.091
619782	-0.846
619783	-1.029
619784	-0.324
619785	-0.226
619786	-0.102
619787	0.196
619788	0.303
619789	-0.165
619790	0.79
619791	-0.229
619792	0.152
619793	0.601
619794	0.67
619795	0.258
619796	0.716
619797	1.198
619798	-0.685
619799	-0.509
619800	0.414
619801	0.439
619802	-0.019
619803	0.134
619804	-0.174
619805	0.757
619806	-0.085
619807	0.148
619808	0.784
619809	0.461
619810	0.107
619811	1.371
619812	0.238
620021	-0.119
620022	0.385
620023	-0.053
620024	-0.524
620025	0.15
620026	-1.269
620027	0.214
620028	0.257
620029	0.179
620030	-0.094
620031	-0.516
620032	0.126
620033	0.224
620034	0.25
620035	0.073
620036	-0.051
620037	-0.029
620038	0.113
620039	0.047
620040	0.163
620041	-0.578
620042	0.137
620043	-0.407
620044	0.274
620045	-3.383
620046	0.032
620047	-0.014
620048	0.716
620049	-0.036
620050	0.163
620051	-0.142
620052	-0.094
620053	-0.045
620054	0.264
620055	1.352
620056	-0.199
620057	0.026
620058	0.308
620059	0.415
620060	0.084
620061	-0.145
620062	0.239
620063	0.144
620064	-0.058
620065	0.166
620066	0.142
620067	0.034
620068	-0.419
620069	0.3
620070	-0.349
620071	0.161
620072	-3.667
620073	0.218
620074	-0.118
620075	0.118
620076	-0.339
620077	-0.08
620078	-0.117
620079	0.193
620080	0.143
620081	0.161
620082	-0.249
620083	0.122
620084	-0.048
620085	0.038
620086	0.022
620087	-0.462
620088	-0.245
620089	0.162
620090	1.034
620091	-0.387
620092	0.034
620093	-0.111
620094	-0.405
620095	-0.06
620096	-0.211
620097	0.08
620098	-0.286
620099	-0.157
620100	0.062
620101	0.044
620102	-0.787
620103	0.007
620104	0.121
620105	-0.034
620106	-0.459
620107	0.184
620108	-0.079
620109	0.032
620110	-0.005
620111	-0.701
620112	-0.06
620113	0.098
620114	-1.091
620115	-0.243
620116	0.101
620117	-0.059
620118	0.088
620119	0.378
620120	-0.347
620121	0.252
620122	0.206
620123	-0.015
620124	0.009
620125	0.105
620126	-0.067
620127	0.164
620128	0.097
620129	0.184
620130	-0.015
620131	0.111
620132	0.215
620133	-0.392
620134	-4.113
620135	0.1
620136	-1.465
620137	-0.051
620138	0.762
620139	0.062
620140	0.025
620141	-0.157
620142	0.295
620143	0.015
620144	0.108
620145	0.327
620146	0.469
620147	0.048
620148	-0.168
620149	0.152
620150	0.22
620151	-0.057
620152	0.033
620153	0.064
620154	0.124
620155	0.012
620156	0.092
620157	0.014
620158	0.072
620159	-0.137
620160	-0.345
620161	0.219
620162	-0.132
620163	-0.395
620164	0.146
620165	0.086
620166	0.123
620167	0.099
620168	1.243
620181	0.208
620182	0.303
620183	-0.241
620184	1.375
620185	0.353
620186	0.051
620187	-0.385
620188	-0.311
620189	0.094
620190	0.078
620191	0.162
620192	-0.362
620193	1.159
620194	0.066
620195	-0.002
620196	0.188
620197	0.063
620198	1.624
620199	0.217
620200	0.35
620201	0.108
620202	0.319
620203	0.52
620204	0.22
620205	0.397
620206	0.388
620207	0.162
620208	0.21
620209	0.063
620210	0.106
620211	-0.003
620212	0.877
620429	0.029
620430	0.196
620431	-0.374
620432	0.803
620433	-0.071
620434	-0.246
620435	-0.332
620436	0.06
620437	-0.038
620438	0.118
620439	0.289
620440	-0.361
620441	0.032
620442	-0.123
620443	-0.289
620444	-0.167
620445	-1.961
620446	0.114
620447	0.011
620448	-0.093
620449	-0.244
620450	0.342
620451	0.034
620452	-0.055
620453	0.281
620454	-0.061
620455	0.179
620456	0.158
620457	-0.174
620458	0.028
620459	-0.768
620460	0.325
620461	0.102
620462	0.256
620463	-0.28
620464	-0.053
620465	-0.056
620466	0.136
620467	-0.088
620468	0.108
620469	0.008
620470	-0.058
620471	-0.266
620472	0.087
620473	0.001
620474	-0.029
620475	-0.172
620476	-1.838
620477	0.449
620478	-0.415
620479	-0.042
620480	0.008
620481	-0.204
620482	-0.072
620483	0.476
620484	-0.934
620485	-0.005
620486	-0.335
620487	-0.065
620488	-0.2
620489	0.19
620490	-0.305
620491	0.118
620492	-0.027
620493	-0.346
620494	-0.73
620495	0.263
620496	-0.036
620497	0.14
620498	-0.066
620499	0.246
620500	-0.521
620501	0.101
620502	0.027
620503	-0.137
620504	0.088
620505	-0.055
620506	-0.46
620507	0.375
620508	-0.677
620509	-1.856
620510	0.027
620511	0.055
620512	-0.298
620513	-0.335
620514	0.146
620515	0.177
620516	0.231
620517	-2.629
620518	-3.61
620519	0.794
620520	0.016
620521	0.231
620522	0.325
620523	-0.671
620524	-0.021
620525	-0.311
620526	0.198
620527	0.034
620528	-0.665
620529	-0.285
620530	-0.203
620531	0.443
620532	-0.167
620533	0.076
620534	-0.051
620535	0.292
620536	-0.134
620537	0.124
620538	-0.113
620539	0.358
620540	-0.05
620541	-0.098
620542	-0.132
620543	-1.82
620544	-0.21
620545	0.183
620546	-0.417
620547	-0.764
620548	-1.491
620549	-0.128
620550	-0.413
620551	0.022
620552	0.496
620553	0.143
620554	-0.178
620555	-0.345
620556	-0.037
620557	-0.084
620558	0.101
620559	0.025
620560	0.169
620561	-0.231
620562	0.125
620563	0.259
620564	0.049
620565	-0.309
620566	-0.177
620567	0.163
620568	-0.343
620569	0.148
620570	-0.153
620571	-0.034
620572	0.204
620573	-0.399
620574	-0.029
620575	-0.331
620576	0.038
620581	-0.211
620582	-3.146
620583	-0.128
620589	0.165
620590	0.205
620591	0.626
620592	-0.18
620593	0.491
620594	0.047
620595	0.48
620596	0.152
620597	0.415
620598	0.354
620599	-0.053
620600	0.96
620601	0.115
620602	-0.295
620603	0.262
620604	0.656
620605	0.645
620606	0.054
620607	0.088
620608	0.142
620609	-0.267
620610	0.315
620611	0.07
620612	0.102
620613	-5.175
620614	-0.128
620615	0.082
620616	0.076
620617	0.036
620618	0.071
620619	0.08
620620	-0.069
620621	0.08
620622	0.158
620623	0.008
620625	0.182
620626	0.635
620837	-0.66
620838	0.181
620839	-0.054
620840	-0.148
620841	0.007
620842	0.024
620843	-0.245
620844	0.345
620845	-0.249
620846	0.045
620847	-0.023
620848	-0.162
620849	-1.386
620850	-0.168
620851	0.802
620852	0.137
620853	-0.145
620854	0.17
620855	0.336
620856	0.223
620857	0.227
620858	-0.02
620859	0.089
620860	-0.037
620861	0.426
620862	-0.081
620863	-0.102
620864	0.136
620865	-3.202
620866	0.447
620867	-0.272
620868	-0.384
620869	-2.592
620870	-0.448
620871	0.091
620872	-0.084
620873	0.118
620874	-4.658
620875	-0.042
620876	-0.407
620877	-0.274
620878	0.085
620879	-0.04
620880	-0.191
620881	0.071
620882	0.502
620883	0.259
620884	0.23
620885	0.155
620886	0.138
620887	0.051
620888	0.092
620889	0.133
620890	0.229
620891	0.163
620892	0.24
620893	0.248
620894	0.085
620895	0.294
620896	0.074
620897	0.152
620898	0.127
620899	0.022
620900	0.1
620901	-0.19
620902	-0.036
620903	0.177
620904	0.114
620905	-2.284
620906	-0.145
620907	0.194
620908	0.008
620909	0.18
620910	-0.209
620911	0.243
620912	-0.035
620913	-0.377
620914	0.015
620915	1.348
620916	-0.106
620917	0.13
620918	0.153
620919	-0.292
620920	0.164
620921	-0.483
620922	0.156
620923	0.316
620924	0.055
620925	-0.093
620926	0.059
620927	-0.197
620928	-0.433
620929	-0.78
620930	0.198
620931	-0.394
620932	0.324
620933	-0.486
620934	0.139
620935	0.078
620936	-0.228
620937	0.302
620938	-0.3
620939	-0.002
620940	-0.376
620941	0.42
620942	-0.055
620943	0.035
620944	-0.22
620945	0.05
620946	-0.493
620947	-0.6
620948	-0.035
620949	0.04
620950	-0.062
620951	0.176
620952	0.127
620953	0.085
620954	0.01
620955	0.087
620956	-0.995
620957	0.1
620958	-0.648
620959	0.076
620960	0.205
620961	0.04
620962	0.014
620963	0.019
620964	1.325
620965	-0.007
620966	0.032
620967	-1.082
620968	0.311
620969	0.129
620970	0.253
620971	0.295
620972	-0.018
620973	-2.059
620974	0.168
620975	0.313
620976	0.142
620977	-1.54
620978	0.17
620979	0.084
620980	-0.167
620981	0.007
620982	0.117
620983	-0.047
620984	0.079
620985	0.111
620986	0.242
620987	0.073
620989	0.14
620990	0.22
620991	-0.174
620992	0.299
620993	0.02
620994	-0.006
620995	0.025
620996	-0.11
620997	-0.025
620998	0.265
620999	0.184
621000	0.48
621001	0.868
621002	0.731
621003	0.021
621004	-0.044
621005	0.817
621006	-0.197
621007	0.277
621008	-0.186
621009	-0.148
621010	0.212
621011	0.289
621012	1.152
621013	0.521
621014	0.032
621015	1.348
621016	0.06
621017	1.534
621018	0.142
621019	0.007
621020	0.202
621021	1.383
621022	0.124
621023	0.213
621024	0.057
621025	-0.013
621026	0.039
621027	0.553
621028	0.311
621029	0.127
621030	-0.278
621031	0.144
621032	0.072
621033	-0.147
621034	0.24
621035	0.747
621036	0.374
621245	-0.875
621246	-0.335
621247	-1.491
621248	-0.128
621249	0.198
621250	-0.007
621251	-0.386
621252	-0.182
621253	0.065
621254	0.199
621255	-0.115
621256	-0.074
621257	0.357
621258	-0.008
621259	0.377
621260	-0.218
621261	0.169
621262	-0.213
621263	0.015
621264	0.018
621265	0.266
621266	-0.43
621267	-0.404
621268	-0.185
621269	-0.061
621270	-0.065
621271	0.071
621272	0.125
621273	-0.135
621274	0.053
621275	0.21
621276	0.203
621277	-0.516
621278	0.055
621279	-0.066
621280	0.424
621281	0.16
621282	0.047
621283	-0.06
621284	0.201
621285	0.054
621286	-0.322
621287	-0.843
621288	-0.427
621289	0.042
621290	0.153
621291	0.173
621292	0.41
621293	-0.411
621294	-0.139
621295	-0.012
621296	-1.56
621297	0.143
621298	0.207
621299	0.046
621300	-0.042
621301	0.142
621302	-0.181
621303	-0.117
621304	0.135
621305	-0.1
621306	-0.031
621307	0.13
621308	-0.086
621309	0.104
621310	0.204
621311	-0.106
621312	-0.165
621313	-0.442
621314	-0.36
621315	0.28
621316	0.17
621317	-0.176
621318	-0.133
621319	-0.044
621320	0.326
621321	0.157
621322	-1.708
621323	-0.259
621324	-1.38
621325	0.14
621326	-0.115
621327	0.252
621328	0.375
621329	0.015
621330	0.177
621331	-0.08
621332	0.201
621333	-0.104
621334	-0.125
621335	0.197
621336	-0.026
621337	0.23
621338	-0.204
621339	-0.364
621340	-0.282
621341	0.361
621342	-0.844
621343	-0.071
621344	0.032
621345	-0.579
621346	0.023
621347	0.154
621348	-1.052
621349	-0.972
621350	0.2
621351	0.29
621352	0.024
621353	0.461
621354	-0.132
621355	0.008
621356	-0.209
621357	0.069
621358	0.136
621359	0.139
621360	0.361
621361	-0.019
621362	0.18
621363	-3.62
621364	0.25
621365	0.093
621366	-0.466
621367	0.139
621368	0.094
621369	0.045
621370	0.196
621371	-0.112
621372	-0.124
621373	0.017
621374	0.667
621375	-0.148
621376	-0.125
621377	-0.213
621378	0.118
621379	0.122
621380	0.052
621381	-0.305
621382	-0.31
621383	-0.375
621384	0.046
621385	0.233
621386	0.246
621387	0.734
621388	-0.058
621389	0.137
621390	-0.19
621391	0.058
621392	-0.065
621393	0.445
621394	-0.292
621395	0.397
621396	-0.407
621397	0.111
621398	-0.042
621399	-0.069
621400	-0.188
621401	-0.076
621402	-0.005
621403	-0.052
621404	-0.1
621405	0.175
621406	0.149
621407	0.03
621408	0.137
621409	0.107
621410	-0.096
621411	0.055
621412	-0.017
621413	0.372
621414	0.037
621415	0.374
621416	0.019
621417	0.064
621418	0.61
621419	-0.042
621420	0.705
621421	0.361
621422	-0.124
621423	0.158
621424	-0.209
621425	0.406
621426	0.02
621427	0.152
621428	0.015
621429	0.225
621430	0.073
621431	0.681
621432	-0.034
621433	0.086
621434	1.015
621435	0.362
621436	0.008
621437	0.156
621438	0.122
621439	0.381
621440	0.311
621441	-0.021
621442	-0.031
621443	0.883
621444	0.308
621653	0.023
621654	0.11
621655	0.413
621656	-0.103
621657	0.221
621658	0.087
621659	0.167
621660	-0.224
621661	0.169
621662	-0.402
621663	-0.124
621664	-0.051
621665	-0.191
621666	0.123
621667	0.025
621668	0.214
621669	0.096
621670	1.241
621671	0.054
621672	0.203
621673	0.255
621674	0.201
621675	-0.054
621676	0.114
621677	-0.042
621678	0.057
621679	-0.637
621680	-0.006
621681	-0.025
621682	0.083
621683	0.239
621684	0.031
621685	-3.837
621686	-0.137
621687	0.12
621688	0.089
621689	-0.026
621690	-0.176
621691	-0.052
621692	0.042
621693	0.146
621694	-0.114
621695	0.109
621696	-0.071
621697	0.641
621698	-0.034
621699	0.015
621700	-0.1
621701	0.136
621702	0.512
621703	-0.008
621704	-0.125
621705	0.002
621706	0.098
621707	0.1
621708	0.022
621709	-0.103
621710	0.201
621711	0.14
621712	0.173
621713	0.236
621714	0.203
621715	0.169
621716	0.031
621717	0.198
621718	-0.009
621719	0.253
621720	0.06
621721	-0.05
621722	0.06
621723	-0.381
621724	-0.424
621725	-0.33
621726	0.799
621727	-0.546
621728	-0.05
621729	-0.751
621730	-0.272
621731	-0.199
621732	0.438
621733	0.377
621734	0.117
621735	0.046
621736	-0.347
621737	-0.05
621738	0.397
621739	-0.176
621740	0.006
621741	1.334
621742	-0.004
621743	0.2
621744	-0.614
621745	0.111
621746	0.189
621747	-0.096
621748	-0.574
621749	0.142
621750	-0.288
621751	0.186
621752	-0.461
621753	-0.11
621754	-0.179
621755	-0.34
621756	-0.327
621757	0.148
621758	0.427
621759	0.152
621760	0.264
621761	0.077
621762	0.293
621763	0.179
621764	0.138
621765	0.172
621766	-0.126
621767	-0.085
621768	-0.152
621769	0.008
621770	-0.442
621771	0.338
621772	0.117
621773	0.065
621774	0.141
621775	0.494
621776	0.08
621777	0.03
621778	-0.209
621779	0.069
621780	0.46
621781	-0.591
621782	-1.317
621783	0.059
621784	-0.083
621785	0.109
621786	0.165
621787	0.112
621788	-0.609
621789	-0.08
621790	0.198
621791	-0.494
621792	0.18
621793	0.084
621794	-0.236
621795	-0.468
621796	-0.111
621797	-0.488
621798	0.374
621799	-0.119
621800	0.069
621813	0.371
621814	1.527
621815	0.067
621816	0.926
621817	-2.168
621818	0.164
621819	-0.012
621820	-0.114
621821	0.032
621822	0.048
621823	0.149
621824	1.114
621825	0.452
621826	0.2
621827	0.333
621828	0.39
621829	0.024
621830	0.053
621831	0.355
621832	1.045
621833	0.075
621834	-0.146
621835	0.202
621836	0.035
621837	-0.789
621838	-1.117
621839	-0.062
621840	1.379
621841	0.045
621842	-0.227
621843	0.278
621844	0.203
622061	0.076
622062	0.362
622063	-0.278
622064	-0.356
622065	-2.603
622066	-0.648
622067	0.155
622068	-0.482
622069	0.204
622070	0.171
622071	0.021
622072	-5.731
622073	1.489
622074	0.085
622075	0.527
622076	0.2
622077	0.032
622078	0.213
622079	-0.287
622080	-0.171
622081	0.211
622082	-0.204
622083	0.19
622084	-0.25
622085	-0.286
622086	-0.173
622087	0.015
622088	-0.148
622089	0.212
622090	-0.038
622091	1.081
622092	-0.059
622093	-0.285
622094	0.213
622095	1.029
622096	-0.197
622097	0.12
622098	-0.06
622099	-0.07
622100	0.183
622101	-0.095
622102	-0.429
622103	-0.047
622104	-0.804
622105	0.13
622106	0.307
622107	0.08
622108	-2.213
622109	0.058
622110	-1.995
622111	-0.259
622112	0.27
622113	0.144
622114	0.115
622115	0.283
622116	0.004
622117	-0.133
622118	-0.388
622119	0.13
622120	-0.079
622121	0.064
622122	0.082
622123	-0.043
622124	-0.034
622125	-0.034
622126	0.087
622127	0.124
622128	-0.448
622129	0.195
622130	0.129
622131	-0.071
622132	0.258
622133	-0.321
622134	-0.554
622135	-0.034
622136	0.82
622137	0.105
622138	-0.176
622139	-0.779
622140	0.204
622141	-0.014
622142	-0.016
622143	-1.254
622144	-1.24
622145	-0.1
622146	0.064
622147	-0.762
622148	-2.508
622149	0.293
622150	-0.114
622151	0.228
622152	-0.113
622153	-0.483
622154	-0.008
622155	0.051
622156	0.536
622157	0.061
622158	-0.23
622159	0.196
622160	-0.294
622161	0.223
622162	-0.021
622163	-0.083
622164	0.365
622165	-0.362
622166	-0.063
622167	-0.33
622168	-0.636
622169	-0.352
622170	0.681
622171	-0.183
622172	0.344
622173	0.623
622174	0.259
622175	0.078
622176	0.187
622177	-0.054
622178	-1.232
622179	-0.159
622180	0.17
622181	-1.073
622182	0.229
622183	0.002
622184	0.048
622185	0.359
622186	0.161
622187	0.127
622188	-0.183
622189	-0.077
622190	-0.064
622191	0.134
622192	0.194
622193	0.084
622194	-0.165
622195	-0.049
622196	0.102
622197	0.255
622198	0.166
622199	0.002
622200	0.188
622201	-0.588
622202	1.034
622203	0.308
622204	-0.36
622205	0.225
622206	0.01
622207	1.24
622208	0.058
622213	-0.107
622214	-0.406
622215	-0.33
622221	0.33
622222	0.267
622223	0.259
622224	1.002
622225	0.612
622226	0.139
622227	0.113
622228	0.011
622229	0.383
622230	-1.098
