reporter  log2_ratio
618847	0.012
618848	-0.182
618849	0.274
618850	-0.011
618851	-0.212
618852	-0.384
618853	0.076
618854	0.165
618855	0.219
618856	0.007
618857	0.033
618858	0.041
618859	0.448
618860	0.093
618861	0.174
618862	0.059
618863	0.914
618864	0.062
618865	0.334
618866	-0.094
618867	-0.788
618868	0.088
618869	0.107
618870	-0.081
618871	-0.056
618872	-0.246
618873	-0.527
618874	0.774
618875	0.046
618876	0.002
618877	0.012
618878	-0.261
618879	0.191
618880	-0.067
618881	0.891
618882	0.007
618883	-0.026
618884	-0.048
618885	-0.2
618886	0.23
618887	0.1
618888	-0.175
618889	0.453
618890	0.846
618891	0.112
618892	-0.838
618893	-0.088
618894	-0.151
618895	-0.604
618896	0.005
618897	0.036
618898	0.076
618899	0.033
618900	0.099
618901	0.032
618902	0.013
618903	0.006
618904	0.191
618905	-0.159
618906	0.058
618907	-0.171
618908	0.125
618909	-0.03
618910	0.139
618911	0.148
618912	-0.003
618913	0.639
618914	0.171
618915	-0.337
618916	0.104
618917	-0.096
618918	0.244
618919	0.112
618920	-0.028
618921	-0.566
618922	0.091
618923	0.181
618924	-0.836
618925	0.157
618926	0.061
618927	-0.026
618928	-0.09
618929	-0.101
618930	-0.55
618931	-0.217
618932	0.917
618933	0.068
618934	0.038
618935	-0.451
618936	0.182
618937	-0.115
618938	-0.17
618939	-0.427
618940	-0.046
618941	0.105
618942	-0.16
618943	-0.414
618944	0.036
618949	-0.299
618950	0.6
618951	-0.268
618953	0.064
618957	0.185
618958	0.066
618959	0.15
618960	0.306
618961	0.131
618962	0.264
618963	-0.089
618964	0.137
618965	0.16
618966	0.044
618967	0.064
618968	-0.018
618969	0.175
618970	0.122
618971	-0.005
618972	0.248
618973	0.271
618974	-0.022
618975	0.564
618976	-0.016
618977	0.122
618978	0.079
618979	0.035
618980	-0.085
618981	-0.058
618982	-0.139
618983	0.217
618984	0.066
618985	0.334
618986	0.452
618987	0.211
618988	0.177
618989	-0.222
618990	-0.353
618991	1.502
618993	-0.004
618994	0.092
619205	-0.056
619206	-0.063
619207	-0.035
619208	-0.246
619209	-0.019
619210	0.159
619211	-0.698
619212	0.099
619213	-0.016
619214	-0.109
619215	-1.361
619216	-3.09
619217	-0.262
619218	-0.313
619219	-1.263
619220	0.104
619221	0.08
619222	0.216
619223	-0.365
619224	0.169
619225	-0.715
619226	0.153
619227	-0.069
619228	-0.052
619229	0.057
619230	-0.934
619231	-0.237
619232	0.134
619233	0.024
619234	0.306
619235	-0.113
619236	-0.292
619237	0.053
619238	-0.299
619239	-0.418
619240	0.091
619241	-0.036
619242	0.059
619243	0.022
619244	0.053
619245	-0.022
619246	0.027
619247	-0.083
619248	-0.233
619249	-3.104
619250	0.212
619251	0.021
619252	-0.232
619253	-0.074
619254	0.492
619255	-0.034
619256	-0.248
619257	-2.74
619258	-0.045
619259	0.071
619260	0.037
619261	0.15
619262	0.133
619263	0.046
619264	-0.653
619265	0.152
619266	0.426
619267	-0.15
619268	-0.057
619269	-0.498
619270	-0.019
619271	0.063
619272	0.034
619273	-0.164
619274	-0.172
619275	-0.038
619276	-0.163
619277	-0.409
619278	0.187
619279	-0.179
619280	-0.196
619281	-0.24
619282	-0.307
619283	0.109
619284	-0.057
619285	-0.34
619286	0.136
619287	-0.002
619288	-0.035
619289	0.064
619290	-0.133
619291	-0.972
619292	0.333
619293	-0.274
619294	0.889
619295	0.114
619296	-0.116
619297	-0.279
619298	-0.715
619299	0.527
619300	0.298
619301	-0.197
619302	-0.047
619303	0.166
619304	-0.02
619305	0.185
619306	-0.184
619307	-0.388
619308	0.043
619309	-0.905
619310	0.023
619311	0.022
619312	0.007
619313	0.117
619314	0.023
619315	-0.338
619316	-0.018
619317	1.319
619318	-0.097
619319	-1.059
619320	-0.115
619321	-0.143
619322	-0.043
619323	0.316
619324	-0.384
619325	-0.631
619326	-0.16
619327	0.079
619328	-0.137
619329	-0.406
619330	0.117
619331	0.216
619332	0.042
619333	-0.394
619334	-0.121
619335	-0.169
619336	0.027
619337	-1.331
619338	0.039
619339	0.177
619340	0.039
619341	-0.502
619342	-2.561
619343	-0.327
619344	0.062
619345	-0.008
619346	-0.181
619347	0.079
619348	-0.201
619349	-0.411
619350	-0.358
619351	0.092
619352	-0.112
619353	-0.182
619354	0.302
619355	0.362
619357	-0.053
619358	-0.127
619359	0.101
619360	0.18
619361	0.176
619362	0.041
619363	0.01
619364	0.098
619365	0.025
619366	1.073
619367	-0.198
619368	0.166
619369	0.076
619370	-0.16
619371	-0.567
619372	0.278
619373	0.111
619374	0.015
619375	0.061
619376	-0.924
619377	-0.043
619378	-0.066
619379	0.044
619380	-0.095
619381	0.611
619382	0.671
619383	0.163
619384	0.12
619385	0.117
619386	1.193
619387	0.457
619388	-1.22
619389	0.199
619390	0.009
619391	0.121
619392	0.075
619393	-3.378
619394	0.106
619395	0.144
619396	0.105
619397	0.278
619398	0.589
619399	-0.362
619400	-0.185
619401	-0.097
619402	0.384
619403	0.751
619404	0.234
619613	-0.182
619614	-0.24
619615	-0.661
619616	0.664
619617	0.064
619618	-0.051
619619	0.485
619620	-0.06
619621	0.159
619622	0.164
619623	-0.318
619624	0.119
619625	0.248
619626	0.171
619627	-0.511
619628	-0.095
619629	-0.188
619630	-0.033
619631	0.331
619632	-0.054
619633	-0.061
619634	0.1
619635	0.87
619636	0.066
619637	-0.2
619638	-0.086
619639	0.023
619640	0.348
619641	-0.088
619642	1.053
619643	0.177
619644	-0.098
619645	-0.118
619646	0.118
619647	0.044
619648	-0.369
619649	0.218
619650	0.063
619651	0.053
619652	0.079
619653	-0.2
619654	-0.822
619655	-0.925
619656	-0.076
619657	-1.907
619658	-0.245
619659	-0.111
619660	-1.585
619661	0.161
619662	-0.115
619663	-0.183
619664	-0.462
619665	-0.003
619666	0.026
619667	0.252
619668	-0.812
619669	0.065
619670	-0.069
619671	-0.32
619672	0.31
619673	-0.026
619674	-0.117
619675	0.052
619676	0.081
619677	-0.068
619678	-0.034
619679	-0.174
619680	-0.053
619681	-0.046
619682	0.118
619683	0.039
619684	0.164
619685	-0.578
619686	-0.095
619687	-0.197
619688	-0.118
619689	0.163
619690	0.033
619691	0.095
619692	-0.351
619693	0.019
619694	-0.008
619695	0.041
619696	-0.04
619697	0.367
619698	-0.275
619699	0.068
619700	-0.068
619701	0.557
619702	0.189
619703	-0.514
619704	-0.062
619705	-0.129
619706	-0.165
619707	-0.338
619708	0.159
619709	-0.014
619710	-0.052
619711	-0.04
619712	0.197
619713	-0.22
619714	-0.61
619715	-1.705
619716	0.165
619717	-0.205
619718	0.05
619719	-0.053
619720	-0.392
619721	0.35
619722	-0.046
619723	-0.375
619724	0.048
619725	-0.389
619726	0.076
619727	0.061
619728	-2.628
619729	-0.017
619730	-0.419
619731	0.678
619732	0.055
619733	-0.031
619734	0.236
619735	-0.196
619736	-0.125
619737	0.065
619738	-0.186
619739	-0.146
619740	0.205
619741	0.172
619742	0.151
619743	0.179
619744	0.503
619745	-0.114
619746	-0.093
619747	-0.068
619748	0.588
619749	0.087
619750	-0.178
619751	-4.08
619752	0.204
619753	-0.02
619754	-0.042
619755	-0.188
619756	-0.229
619757	-0.382
619758	0.229
619759	0.023
619760	-0.701
619761	0.235
619762	-0.139
619763	-0.108
619764	-0.398
619765	1.135
619766	-2.063
619767	0.104
619768	0.042
619769	-0.012
619770	-0.003
619771	0.086
619772	-0.074
619773	0.146
619774	-4.645
619775	-0.264
619776	0.397
619777	-0.008
619778	0.166
619779	-2.956
619780	0.214
619781	0.051
619782	-1.029
619783	0.547
619784	-0.394
619785	0.847
619786	0.038
619787	0.024
619788	0.217
619789	-0.286
619790	1.284
619791	-0.101
619792	0.005
619793	0.378
619794	0.278
619795	-0.377
619796	0.278
619797	1.202
619798	-0.28
619799	-0.301
619800	0.571
619801	0.086
619802	0.022
619803	-0.071
619804	0.04
619805	-0.665
619806	0.027
619807	0.247
619808	0.887
619809	-0.105
619810	0.065
619811	-1.491
619812	0.014
620021	0.055
620022	-0.533
620023	0.028
620024	-0.08
620025	-0.203
620026	0.473
620027	0.305
620028	0.056
620029	0.289
620030	-0.405
620031	-0.185
620032	-0.222
620033	0.066
620034	-0.133
620035	-0.593
620036	0.113
620037	0.299
620038	-0.052
620039	-0.151
620040	0.31
620041	0.407
620042	-0.055
620043	-0.805
620044	-0.193
620045	-3.569
620046	-0.159
620047	0.109
620048	0.446
620049	-0.108
620050	-0.044
620051	-0.081
620052	0.029
620053	0.133
620054	-0.262
620055	-5.062
620056	0.251
620057	-0.115
620058	-0.179
620059	0.574
620060	-0.126
620061	-0.126
620062	-0.186
620063	0.216
620064	0.066
620065	0.068
620066	-0.403
620067	0.049
620068	0.17
620069	0.015
620070	-0.692
620071	-0.159
620072	-3.707
620073	-0.317
620074	-0.199
620075	-0.256
620076	0.865
620077	0.704
620078	-0.022
620079	0.046
620080	-0.191
620081	-0.065
620082	-0.149
620083	-0.06
620084	0.027
620085	0.025
620086	-0.132
620087	-0.33
620088	0.174
620089	-0.105
620090	-1.499
620091	-0.064
620092	-0.256
620093	-0.133
620094	-0.047
620095	0.058
620096	0.056
620097	-0.421
620098	-0.343
620099	-0.021
620100	-0.003
620101	-0.112
620102	-0.382
620103	-0.476
620104	-0.096
620105	0.052
620106	-0.388
620107	0.025
620108	0.063
620109	-0.057
620110	0.136
620111	-1.022
620112	-0.466
620113	0.12
620114	-0.735
620115	0.027
620116	-0.109
620117	-0.337
620118	-0.141
620119	0.372
620120	-0.329
620121	-0.119
620122	-0.21
620123	0.785
620124	0.063
620125	0.008
620126	0.634
620127	-0.151
620128	0.064
620129	-0.162
620130	-0.033
620131	0.157
620132	0.143
620133	-0.1
620134	1.012
620135	0.167
620136	-1.771
620137	-0.231
620138	-0.174
620139	-0.045
620140	-0.002
620141	-0.197
620142	-0.004
620143	0.053
620144	0.054
620145	-0.179
620146	-0.176
620147	0.12
620148	-0.028
620149	0.006
620150	0.207
620151	-0.33
620152	-0.105
620153	0.081
620154	0.346
620155	0.06
620156	-0.144
620157	-0.268
620158	0.01
620159	0.172
620160	-0.321
620161	0.476
620162	-0.128
620163	-0.693
620164	-0.015
620165	0.112
620166	0.102
620167	0.051
620168	-5.074
620181	0.14
620182	0.079
620183	0.166
620184	-1.98
620185	0.064
620186	0.029
620187	0.912
620188	-0.162
620189	0.064
620190	0.272
620191	0.062
620192	0.234
620193	-1.088
620194	0.177
620195	0.103
620196	0.164
620197	-0.282
620198	-3.54
620199	0.268
620200	0.193
620201	0.129
620202	0.627
620203	0.223
620204	0.046
620205	0.021
620206	-0.076
620207	0.144
620208	0.157
620209	-0.083
620210	0.03
620211	0.02
620212	-0.091
620429	0.2
620430	0.007
620431	-0.815
620432	0.024
620433	-0.047
620434	-0.107
620435	-0.024
620436	-0.387
620437	-0.052
620438	-0.363
620439	-0.3
620440	0.07
620441	-0.004
620442	-0.014
620443	0.059
620444	0.079
620445	1.056
620446	-0.547
620447	-0.031
620448	-0.038
620449	0.085
620450	-0.246
620451	-0.387
620452	-0.06
620453	-0.348
620454	-0.031
620455	-0.059
620456	-0.427
620457	-0.009
620458	-0.336
620459	-2.407
620460	0.025
620461	0.003
620462	-0.343
620463	-0.362
620464	-0.122
620465	-0.039
620466	0.111
620467	0.21
620468	0.339
620469	-0.084
620470	-0.058
620471	-0.354
620472	0.016
620473	-0.047
620474	0.146
620475	-0.131
620476	1.058
620477	-0.377
620478	-0.186
620479	0.259
620480	0.11
620481	0.515
620482	-0.323
620483	-0.3
620484	1.174
620485	0.028
620486	-0.178
620487	0.059
620488	0.064
620489	-0.515
620490	-0.25
620491	0.099
620492	0.042
620493	0.514
620494	-0.197
620495	0.159
620496	-0.194
620497	0.34
620498	-0.557
620499	-0.058
620500	0.457
620501	0.055
620502	-0.203
620503	0.363
620504	-0.046
620505	-0.19
620506	-0.646
620507	-0.246
620508	-0.122
620509	-0.946
620510	0.043
620511	-0.019
620512	0.11
620513	-0.202
620514	0.322
620515	-0.231
620516	-0.067
620517	0.033
620518	-3.893
620519	0.03
620520	-0.183
620521	-0.056
620522	0.185
620523	0.136
620524	-0.109
620525	0.357
620526	-0.466
620527	0.165
620528	-0.656
620529	0.071
620530	0.257
620531	0.214
620532	-1.137
620533	0.092
620534	-0.188
620535	-0.084
620536	1.165
620537	-0.152
620538	0.015
620539	0.258
620540	0.015
620541	-0.08
620542	0.29
620543	-2.063
620544	-0.043
620545	0.047
620546	-0.235
620547	-0.238
620548	-0.695
620549	-0.062
620550	0
620551	-0.841
620552	0.015
620553	-0.47
620554	0.147
620555	-0.052
620556	-0.093
620557	-0.441
620558	0.08
620559	1.017
620560	-0.04
620561	-0.181
620562	0.048
620563	0.081
620564	0.015
620565	-0.124
620566	0.11
620567	0.059
620568	-0.67
620569	-0.16
620570	0.068
620571	-0.298
620572	-0.065
620573	0.344
620574	-0.053
620575	-0.114
620576	-0.21
620581	-0.592
620582	-3.96
620583	-0.079
620589	0.084
620590	0.118
620591	0.092
620592	-0.357
620593	0.269
620594	0.654
620595	-0.059
620596	0.053
620597	-0.146
620598	0.304
620599	-0.227
620600	-0.51
620601	-0.026
620602	-0.062
620603	0.025
620604	0.005
620605	-0.143
620606	0.042
620607	0.061
620608	-0.271
620609	-0.293
620610	0.588
620611	0.038
620612	0.051
620613	1.514
620614	-0.635
620615	0.149
620616	0.086
620617	-0.416
620618	0.103
620619	0.012
620620	-0.095
620621	0.187
620622	0.085
620623	0.043
620625	0.152
620626	0.246
620837	-0.344
620838	0.071
620839	-0.131
620840	-0.063
620841	-0.326
620842	-0.07
620843	-0.232
620844	-0.226
620845	-0.424
620846	0.057
620847	-0.366
620848	-0.112
620849	0.994
620850	-0.579
620851	-0.679
620852	-0.098
620853	-0.453
620854	-0.032
620855	-0.323
620856	-0.192
620857	-0.176
620858	0.075
620859	-0.08
620860	0.043
620861	0.432
620862	-0.082
620863	-0.217
620864	-0.054
620865	0.664
620866	-0.061
620867	0.068
620868	-0.114
620869	-3.022
620870	-0.629
620871	-0.29
620872	-0.009
620873	-0.381
620874	-4.708
620875	-0.44
620876	0.445
620877	-0.155
620878	-0.106
620879	-0.055
620880	0.042
620881	-0.079
620882	-0.437
620883	0.07
620884	0.863
620885	0.104
620886	-0.152
620887	-0.133
620888	-0.042
620889	0.06
620890	-0.053
620891	0.076
620892	-0.016
620893	-0.026
620894	-0.47
620895	0.111
620896	0.154
620897	-0.095
620898	-0.181
620899	0.204
620900	0.055
620901	-0.04
620902	0.466
620903	0.35
620904	-0.116
620905	-2.555
620906	-0.236
620907	-0.047
620908	0.077
620909	-0.094
620910	-0.133
620911	-0.176
620912	0.174
620913	-0.054
620914	-0.023
620915	-2.827
620916	-0.214
620917	-0.06
620918	0.3
620919	-0.074
620920	0.232
620921	-0.797
620922	-0.071
620923	0.59
620924	-0.292
620925	-0.168
620926	-0.297
620927	-0.037
620928	-0.5
620929	0.213
620930	-0.481
620931	-0.063
620932	-0.071
620933	0.268
620934	0.035
620935	-0.195
620936	-0.211
620937	-0.03
620938	-0.208
620939	0.122
620940	-0.209
620941	-0.692
620942	-0.192
620943	0.222
620944	0.198
620945	0.244
620946	-0.689
620947	0.211
620948	0.074
620949	0.007
620950	-0.509
620951	0.02
620952	-0.078
620953	-0.146
620954	0.207
620955	0.145
620956	-0.049
620957	-0.349
620958	0.364
620959	-0.079
620960	-0.037
620961	0.523
620962	0.035
620963	-0.367
620964	-3.227
620965	-0.048
620966	0.407
620967	0.462
620968	-0.226
620969	-0.034
620970	0.032
620971	0.091
620972	0.099
620973	1.302
620974	-0.055
620975	-0.04
620976	-0.001
620977	-0.717
620978	-0.042
620979	-0.438
620980	-0.204
620981	0.101
620982	-0.037
620983	-0.119
620984	-0.001
620985	0.054
620986	-0.055
620987	-0.106
620989	0.38
620990	0.072
620991	0.113
620992	-0.252
620993	0.022
620994	0.028
620995	0.088
620996	-0.04
620997	0.286
620998	0.057
620999	0.005
621000	-1.074
621001	-0.18
621002	0.19
621003	0.046
621004	0.021
621005	1.181
621006	0.707
621007	-0.196
621008	0.133
621009	-0.4
621010	0.451
621011	0.121
621012	-1.523
621013	-0.048
621014	-0.469
621015	-2.74
621016	0.081
621017	-4.525
621018	-0.034
621019	0.087
621020	-0.501
621021	-4.286
621022	0.667
621023	0.071
621024	-0.096
621025	-0.035
621026	0.053
621027	0.52
621028	0.053
621029	-0.244
621030	-0.303
621031	-0.137
621032	0.111
621033	0.302
621034	1.236
621035	0.62
621036	1.238
621245	0.775
621246	0.032
621247	0.284
621248	0.018
621249	-0.121
621250	-0.116
621251	0.675
621252	0.26
621253	0.135
621254	0.009
621255	-0.445
621256	0.046
621257	-0.278
621258	-0.053
621259	-0.111
621260	-0.056
621261	0.338
621262	-0.458
621263	-0.102
621264	0.131
621265	0.257
621266	0.183
621267	-0.375
621268	0.012
621269	0.399
621270	-0.363
621271	-0.285
621272	-0.024
621273	-0.057
621274	0.005
621275	-0.045
621276	0.013
621277	0.353
621278	0.054
621279	-0.123
621280	0.304
621281	-0.112
621282	-0.08
621283	-0.275
621284	-0.03
621285	-0.114
621286	0.494
621287	0.306
621288	0.026
621289	0.067
621290	-0.049
621291	-0.055
621292	-0.409
621293	0.471
621294	0.027
621295	-0.015
621296	-0.755
621297	-0.166
621298	0.037
621299	0.096
621300	-0.078
621301	-0.085
621302	-0.405
621303	0.184
621304	-0.057
621305	0.148
621306	0.069
621307	0.065
621308	-0.003
621309	0.057
621310	-0.008
621311	-0.201
621312	-0.292
621313	0.482
621314	-0.009
621315	0.122
621316	0.104
621317	-0.015
621318	0.048
621319	0.089
621320	-0.187
621321	0.047
621322	1.103
621323	-0.488
621324	-1.763
621325	-0.009
621326	-0.085
621327	0.058
621328	0.447
621329	0.465
621330	-0.355
621331	0.166
621332	0.025
621333	0.008
621334	-0.179
621335	-0.515
621336	0.117
621337	-0.099
621338	-0.317
621339	0.306
621340	-0.57
621341	-0.357
621342	0.094
621343	0.086
621344	-0.117
621345	0.164
621346	0.291
621347	0.076
621348	1.083
621349	-0.148
621350	0.131
621351	0.109
621352	-0.301
621353	-0.086
621354	0.043
621355	-0.158
621356	-0.106
621357	0.005
621358	-0.087
621359	-0.007
621360	0.151
621361	0.052
621362	-0.086
621363	-3.565
621364	0.353
621365	-0.012
621366	-0.322
621367	0.112
621368	0.124
621369	-0.772
621370	-0.119
621371	0.183
621372	0.073
621373	0.229
621374	0.866
621375	-0.156
621376	0.464
621377	0.151
621378	-0.153
621379	0.031
621380	0.003
621381	0.241
621382	0.444
621383	-0.004
621384	-0.103
621385	-0.055
621386	-0.023
621387	-0.138
621388	0.042
621389	-0.076
621390	0.065
621391	-0.012
621392	-0.491
621393	-0.053
621394	0.581
621395	-0.067
621396	0.06
621397	0.029
621398	0.143
621399	-0.058
621400	-0.294
621401	-0.084
621402	0.064
621403	0.087
621404	-0.1
621405	0.022
621406	0.187
621407	-0.729
621408	0
621409	0.052
621410	-0.206
621411	-0.326
621412	-0.387
621413	0.06
621414	0.141
621415	-0.033
621416	0.14
621417	0.217
621418	0.277
621419	0.108
621420	-0.097
621421	0.22
621422	-1.842
621423	-0.075
621424	-0.279
621425	0.304
621426	0.008
621427	0.019
621428	-0.748
621429	-0.006
621430	0.074
621431	0.912
621432	0.248
621433	0.109
621434	0.318
621435	-0.017
621436	0.165
621437	0.135
621438	0.074
621439	0.065
621440	0.114
621441	0.029
621442	0.032
621443	0.601
621444	0.153
621653	0.011
621654	-0.018
621655	0.123
621656	-0.063
621657	-0.02
621658	-0.052
621659	-0.009
621660	-0.117
621661	0.035
621662	0.176
621663	-0.16
621664	-0.198
621665	-0.173
621666	0.002
621667	0.057
621668	0.316
621669	0.11
621670	-3.828
621671	-0.345
621672	-0.66
621673	0.158
621674	-0.145
621675	-0.177
621676	0.035
621677	-0.091
621678	-0.051
621679	-0.335
621680	-0.097
621681	0.076
621682	-0.11
621683	-0.088
621684	0.133
621685	-3.515
621686	-0.646
621687	0.034
621688	0.113
621689	-0.446
621690	-0.17
621691	-0.272
621692	0.136
621693	-0.065
621694	0.13
621695	0.112
621696	-0.317
621697	0.703
621698	-0.126
621699	0.006
621700	-0.01
621701	0.106
621702	-0.013
621703	-1.176
621704	-0.108
621705	-0.001
621706	0.058
621707	0.088
621708	0.201
621709	-0.125
621710	0.271
621711	-0.067
621712	-0.055
621713	-0.039
621714	0.215
621715	-0.033
621716	0
621717	-0.117
621718	-0.053
621719	0.044
621720	-0.362
621721	-0.236
621722	-0.186
621723	-0.303
621724	0.067
621725	-0.127
621726	-0.381
621727	-0.093
621728	0.288
621729	-1.093
621730	-0.036
621731	-0.062
621732	-0.063
621733	0.159
621734	0.444
621735	-0.235
621736	0.06
621737	0.061
621738	0.08
621739	0.06
621740	-0.02
621741	-5.168
621742	-0.107
621743	0.007
621744	-0.172
621745	-0.028
621746	0.006
621747	-0.193
621748	0.042
621749	0.112
621750	-0.291
621751	-0.124
621752	0.219
621753	0.383
621754	0.091
621755	-0.498
621756	-0.678
621757	-0.166
621758	-0.088
621759	0.031
621760	0.063
621761	-0.09
621762	-0.075
621763	-0.074
621764	0.05
621765	-0.045
621766	-0.328
621767	0.098
621768	-0.398
621769	0.06
621770	-0.653
621771	0.1
621772	-0.194
621773	-0.013
621774	0.158
621775	0.448
621776	-0.307
621777	-0.194
621778	-0.014
621779	0.2
621780	-3.415
621781	0.536
621782	-1.302
621783	0.012
621784	0.078
621785	-0.139
621786	-0.173
621787	-0.114
621788	0.219
621789	-0.093
621790	-0.084
621791	0.191
621792	-0.01
621793	0.116
621794	-0.691
621795	1.266
621796	0.371
621797	-0.194
621798	-0.176
621799	0.048
621800	0.043
621813	0.087
621814	-2.716
621815	-0.017
621816	0.358
621817	-1.112
621818	-0.685
621819	-0.51
621820	-1.008
621821	0.035
621822	0.166
621823	0.146
621824	-1.489
621825	-0.029
621826	0.142
621827	0.801
621828	0.062
621829	-0.361
621830	0.144
621831	0.15
621832	0.285
621833	0.107
621834	-0.055
621835	0.096
621836	0.055
621837	-0.924
621838	-1.495
621839	0.545
621840	-2.572
621841	-0.028
621842	-0.366
621843	0.075
621844	0.204
622061	0.27
622062	-0.424
622063	-0.182
622064	-0.489
622065	0.517
622066	-0.281
622067	0.155
622068	-0.543
622069	0.006
622070	0.081
622071	0.001
622072	0.259
622073	-3.323
622074	0.118
622075	0.496
622076	0.019
622077	0.97
622078	-0.089
622079	0.249
622080	-0.103
622081	-0.043
622082	0.007
622083	-0.059
622084	-0.376
622085	-0.337
622086	-0.526
622087	0.027
622088	-0.371
622089	0.14
622090	0.05
622091	-1.808
622092	0.203
622093	0.311
622094	0.022
622095	-1.2
622096	-0.144
622097	-0.637
622098	-0.173
622099	-0.52
622100	0.074
622101	-0.316
622102	0.588
622103	-0.07
622104	-2.226
622105	-0.828
622106	0.219
622107	0.066
622108	-2.26
622109	0.433
622110	-1.775
622111	-0.381
622112	0.039
622113	-0.026
622114	0.069
622115	-0.049
622116	-0.15
622117	-0.033
622118	0.328
622119	-0.03
622120	0.079
622121	-0.073
622122	-0.031
622123	-0.145
622124	0.094
622125	0.134
622126	-0.048
622127	0.153
622128	0.241
622129	0.001
622130	-0.117
622131	-0.272
622132	-0.019
622133	-0.099
622134	0.822
622135	-0.306
622136	0.361
622137	-0.041
622138	-0.03
622139	0.473
622140	-0.05
622141	0.212
622142	0.215
622143	0.493
622144	0.17
622145	-0.219
622146	-0.127
622147	-0.359
622148	-1.213
622149	-0.034
622150	0.156
622151	0.42
622152	-0.372
622153	0.519
622154	0.046
622155	0.183
622156	-0.13
622157	-0.418
622158	0.036
622159	-0.039
622160	-0.01
622161	0.079
622162	-0.272
622163	-0.181
622164	-0.077
622165	0.071
622166	-0.22
622167	-0.734
622168	-0.446
622169	-0.176
622170	-0.431
622171	0.47
622172	-0.067
622173	-1.925
622174	0.067
622175	0.026
622176	-0.134
622177	-0.069
622178	0.038
622179	-0.126
622180	0.099
622181	-1.302
622182	-0.057
622183	-0.126
622184	0.032
622185	-0.074
622186	0.014
622187	-0.032
622188	-0.235
622189	0.006
622190	0.074
622191	-0.209
622192	-0.053
622193	-0.146
622194	-0.216
622195	-0.698
622196	-0.061
622197	-0.089
622198	-0.057
622199	-0.065
622200	0.047
622201	-0.146
622202	-0.078
622203	-0.128
