Reporter	normalized log2 ratio
618841	-0.003
618842	-0.05
618843	0.168
618844	0.064
618845	0.025
618846	-0.081
618847	-0.054
618848	0.132
618849	0.113
618850	-0.132
618851	0.117
618852	0.142
618853	0.307
618854	0.136
618855	0.253
618856	0.055
618857	-0.159
618858	0.202
618859	0.259
618860	0.015
618861	0.1
618862	0.058
618863	0.562
618864	-0.066
618865	0.481
618866	0.115
618867	-0.731
618868	0.569
618869	0.171
618870	0.001
618871	-0.184
618872	-0.103
618873	-0.461
618874	1.2
618875	-0.077
618876	-0.111
618877	-0.273
618878	0.041
618879	0.255
618880	0.129
618881	1.095
618882	-0.205
618883	0.014
618884	-0.254
618885	0.035
618886	-0.015
618887	0.156
618888	-0.179
618889	0.69
618890	1.169
618891	0.181
618892	-0.761
618893	0.009
618894	-0.047
618895	-0.578
618896	0.123
618897	0.025
618898	0.008
618899	-0.02
618900	0.103
618901	0.045
618902	-0.119
618903	0.243
618904	0.229
618905	-0.199
618906	-0.155
618907	-0.179
618908	0.031
618909	-0.003
618910	0.001
618911	0.375
618912	0.182
618913	0.702
618914	0.076
618915	-0.283
618916	0.139
618917	0.135
618918	0.104
618919	-0.068
618920	-0.083
618921	-0.282
618922	0.163
618923	0.479
618924	-0.759
618925	-0.037
618926	0.103
618927	0.062
618928	0.027
618929	-0.177
618930	-0.391
618931	-0.172
618932	0.375
618933	0.031
618934	-0.055
618935	0.048
618936	0.008
618937	0.056
618938	0.006
618939	-0.427
618940	0.011
618941	0.336
618942	-0.177
618943	-0.418
618944	0.209
618949	-0.143
618950	0.371
618951	-0.346
618953	-0.071
618957	0.108
618958	0.076
618959	0.099
618960	0.126
618961	-0.025
618962	0.34
618963	0.133
618964	0.014
618965	0.175
618966	-0.005
618967	0.1
618968	-0.015
618969	0.023
618970	0.151
618971	-0.087
618972	0.285
618973	0.202
618974	-0.156
618975	0.633
618976	-0.052
618977	0.04
618978	-0.215
618979	-0.027
618980	-0.208
618981	-0.157
618982	-0.092
618983	0.309
618984	0.252
618985	0.147
618986	0.329
618987	0.693
618988	-0.019
618989	-0.212
618990	-0.417
618991	0.548
618993	-0.195
618994	0.068
619205	-0.003
619206	-0.217
619207	-0.167
619208	-0.132
619209	0.057
619210	0.075
619211	-0.397
619212	0.183
619213	-0.265
619214	-0.33
619215	-1.463
619216	-3.043
619217	-0.512
619218	-0.081
619219	-0.33
619220	0.236
619221	0.325
619222	-0.016
619223	-0.3
619224	0.404
619225	-0.653
619226	0.253
619227	-0.232
619228	-0.101
619229	-0.073
619230	-1.307
619231	-0.031
619232	0.162
619233	-0.15
619234	0.155
619235	-0.013
619236	-0.283
619237	0.154
619238	-0.222
619239	-0.379
619240	-0.141
619241	0.115
619242	0.162
619243	-0.173
619244	-0.104
619245	0.058
619246	-0.008
619247	0.303
619248	-0.314
619249	-3.013
619250	0.225
619251	0.135
619252	0.284
619253	-0.104
619254	0.452
619255	-0.012
619256	-0.298
619257	-2.543
619258	0.253
619259	0.002
619260	0.115
619261	0.186
619262	0.402
619263	-0.14
619264	-0.618
619265	0.059
619266	0.574
619267	-0.038
619268	-0.07
619269	-0.2
619270	-0.145
619271	-0.086
619272	-0.219
619273	0.127
619274	-0.027
619275	-0.278
619276	-0.096
619277	-0.459
619278	0.332
619279	-0.051
619280	-0.187
619281	-0.203
619282	-0.211
619283	-0.084
619284	-0.133
619285	-0.332
619286	0.067
619287	-0.093
619288	-0.221
619289	-0.09
619290	-0.013
619291	-1.01
619292	0.32
619293	-0.423
619294	0.878
619295	-0.048
619296	-0.109
619297	-0.311
619298	-0.481
619299	0.423
619300	0.001
619301	-0.236
619302	0.069
619303	0.192
619304	0.144
619305	0.064
619306	0.198
619307	-0.033
619308	0.273
619309	-0.8
619310	0.135
619311	-0.037
619312	-0.011
619313	0.032
619314	0.057
619315	0.224
619316	-0.059
619317	0.586
619318	0.083
619319	-1.026
619320	-0.152
619321	-0.055
619322	-0.11
619323	0.404
619324	-0.415
619325	-0.497
619326	-0.397
619327	0.199
619328	-0.189
619329	-0.154
619330	0.115
619331	-0.013
619332	0.116
619333	-0.26
619334	-0.082
619335	0.101
619336	-0.068
619337	-1.299
619338	-0.157
619339	0.106
619340	0.047
619341	-0.232
619342	-2.351
619343	-0.04
619344	0.137
619345	-0.228
619346	-0.067
619347	0.063
619348	-0.156
619349	-0.23
619350	-0.504
619351	0.015
619352	0.313
619353	0.034
619354	0.097
619355	0.506
619357	0.052
619358	0.386
619359	-0.061
619360	0.905
619361	-0.087
619362	-0.001
619363	-0.113
619364	-0.101
619365	0.166
619366	1.317
619367	-0.078
619368	0.128
619369	-0.089
619370	-0.207
619371	-0.578
619372	0.066
619373	0.167
619374	-0.175
619375	-0.089
619376	-0.468
619377	-0.064
619378	-0.206
619379	-0.11
619380	0.049
619381	0.172
619382	0.567
619383	-0.096
619384	0.095
619385	-0.043
619386	0.51
619387	0.318
619388	-1.108
619389	-0.061
619390	-0.106
619391	0.348
619392	-0.126
619393	-3.237
619394	0.265
619395	0.182
619396	0.007
619397	0.314
619398	0.609
619399	-0.499
619400	-0.29
619401	0.161
619402	0.253
619403	0.928
619404	0.262
619613	-0.176
619614	-0.04
619615	-0.405
619616	0.551
619617	0.017
619618	-0.552
619619	0.445
619620	-0.084
619621	0.003
619622	0.017
619623	-0.065
619624	0.641
619625	0.4
619626	0.187
619627	-0.45
619628	0.189
619629	-0.132
619630	-0.127
619631	-0.034
619632	0.075
619633	-0.191
619634	-0.017
619635	0.999
619636	-0.174
619637	-0.176
619638	-0.19
619639	-0.053
619640	0.239
619641	-0.041
619642	1.243
619643	0.483
619644	-0.067
619645	0.079
619646	0.185
619647	0.131
619648	-0.274
619649	0.15
619650	-0.069
619651	-0.085
619652	-0.014
619653	-0.134
619654	-0.63
619655	-0.675
619656	-0.148
619657	-1.836
619658	-0.328
619659	0.034
619660	-1.592
619661	0.229
619662	-0.019
619663	0.197
619664	-0.08
619665	0.141
619666	0.123
619667	0.181
619668	-0.764
619669	-0.075
619670	0.028
619671	-0.166
619672	0.496
619673	-0.027
619674	0.149
619675	-0.021
619676	0.163
619677	0.039
619678	-0.012
619679	-0.355
619680	-0.117
619681	-0.087
619682	0.077
619683	-0.124
619684	0.419
619685	-0.041
619686	-0.199
619687	0.123
619688	-0.337
619689	0.232
619690	0
619691	0.06
619692	-0.181
619693	0.019
619694	0.004
619695	0.132
619696	-0.015
619697	0.328
619698	0.025
619699	-0.09
619700	-0.151
619701	0.523
619702	0.015
619703	-0.304
619704	-0.197
619705	-0.128
619706	-0.225
619707	-0.284
619708	0.034
619709	-0.029
619710	0.029
619711	-0.044
619712	0.315
619713	-0.119
619714	-0.351
619715	-1.633
619716	-0.074
619717	-0.111
619718	0.391
619719	-0.002
619720	-0.349
619721	0.452
619722	0.09
619723	-0.23
619724	0.104
619725	-0.226
619726	0.077
619727	0.063
619728	-2.287
619729	0.049
619730	-0.835
619731	0.629
619732	-0.077
619733	0.092
619734	0.078
619735	-0.243
619736	-0.057
619737	0.101
619738	-0.287
619739	-0.104
619740	0.151
619741	0.022
619742	0.219
619743	0.133
619744	0.679
619745	-0.116
619746	-0.131
619747	0.058
619748	0.658
619749	0.055
619750	0.002
619751	-3.926
619752	0.393
619753	0.068
619754	-0.019
619755	0.216
619756	-0.011
619757	-0.252
619758	0.133
619759	0.033
619760	-0.709
619761	0.078
619762	-0.095
619763	-0.142
619764	-0.342
619765	0.759
619766	-1.806
619767	-0.103
619768	0.053
619769	-0.084
619770	-0.072
619771	0.006
619772	-0.056
619773	0.022
619774	-4.642
619775	-0.297
619776	0.392
619777	0.04
619778	0.071
619779	-2.814
619780	0.127
619781	0.132
619782	-0.902
619783	0.542
619784	-0.316
619785	1.045
619786	0.038
619787	-0.204
619788	0.175
619789	-0.179
619790	0.819
619791	-0.068
619792	-0.015
619793	0.34
619794	0.45
619795	-0.13
619796	0.749
619797	0.49
619798	-0.107
619799	-0.383
619800	0.54
619801	0.166
619802	-0.033
619803	0.019
619804	-0.127
619805	-0.792
619806	-0.109
619807	0.038
619808	0.896
619809	0.221
619810	-0.006
619811	-1.158
619812	-0.011
620021	0.065
620022	-0.128
620023	0.125
620024	-0.236
620025	0.135
620026	0.004
620027	0.06
620028	-0.096
620029	0.304
620030	-0.585
620031	-0.103
620032	-0.29
620033	0.146
620034	-0.177
620035	0.097
620036	0.336
620037	0.712
620038	-0.13
620039	-0.087
620040	0.324
620041	0.464
620042	-0.111
620043	-0.698
620044	-0.323
620045	-3.554
620046	-0.108
620047	-0.069
620048	0.54
620049	0.021
620050	-0.081
620051	0.324
620052	0.173
620053	0.063
620054	-0.459
620055	-5.237
620056	0.284
620057	0.249
620058	-0.038
620059	0.535
620060	-0.113
620061	-0.201
620062	0.002
620063	-0.147
620064	0.097
620065	0.014
620066	-0.291
620067	-0.076
620068	-0.214
620069	0.191
620070	-0.526
620071	0.001
620072	-3.833
620073	0.003
620074	-0.137
620075	-0.123
620076	1.079
620077	0.179
620078	0.112
620079	0.067
620080	0.096
620081	-0.028
620082	-0.041
620083	-0.098
620084	-0.003
620085	0.024
620086	-0.092
620087	-0.267
620088	0.41
620089	0.141
620090	-1.89
620091	0.084
620092	-0.041
620093	0.051
620094	0.683
620095	-0.063
620096	-0.19
620097	-0.189
620098	-0.216
620099	0.129
620100	0.037
620101	0.04
620102	-0.363
620103	-0.581
620104	0.195
620105	0.014
620106	-0.379
620107	0.37
620108	0.131
620109	-0.141
620110	0.193
620111	-0.896
620112	-0.63
620113	-0.061
620114	-0.986
620115	0.24
620116	0.103
620117	-0.286
620118	-0.09
620119	0.239
620120	-0.266
620121	-0.244
620122	-0.208
620123	0.721
620124	0.07
620125	0.137
620126	0.326
620127	-0.081
620128	0.052
620129	-0.05
620130	-0.065
620131	0.362
620132	0.182
620133	0.168
620134	0.864
620135	0.184
620136	-1.823
620137	0.175
620138	0.023
620139	-0.048
620140	-0.297
620141	-0.135
620142	-0.061
620143	0.011
620144	0.077
620145	-0.143
620146	-0.063
620147	0.031
620148	0.146
620149	0.087
620150	0.668
620151	-0.239
620152	0.141
620153	0.053
620154	0.495
620155	-0.011
620156	-0.023
620157	0.036
620158	-0.009
620159	0.103
620160	0.184
620161	0.237
620162	-0.069
620163	-0.584
620164	-0.031
620165	0.125
620166	0.168
620167	0.3
620168	-5.026
620181	0.368
620182	0.146
620183	0.194
620184	-1.956
620185	-0.018
620186	0.051
620187	1.04
620188	0.298
620189	0.039
620190	0.241
620191	0.016
620192	0.247
620193	-1.031
620194	-0.041
620195	0.006
620196	-0.117
620197	-0.068
620198	-3.55
620199	0.176
620200	0.355
620201	-0.017
620202	0.735
620203	0.372
620204	0.078
620205	-0.06
620206	0.468
620207	-0.096
620208	0.471
620209	-0.017
620210	0.225
620211	-0.097
620212	0.047
620429	-0.039
620430	0.143
620431	-0.846
620432	-0.047
620433	-0.102
620434	-0.099
620435	0.267
620436	-0.187
620437	-0.286
620438	-0.275
620439	-0.433
620440	-0.065
620441	0.042
620442	-0.139
620443	0.168
620444	-0.061
620445	1.655
620446	-0.105
620447	0.009
620448	0.282
620449	0.282
620450	-0.036
620451	-0.146
620452	0.156
620453	-0.101
620454	-0.004
620455	-0.049
620456	-0.207
620457	-0.238
620458	-0.468
620459	-1.962
620460	-0.02
620461	-0.045
620462	0.023
620463	-0.287
620464	-0.176
620465	0.115
620466	-0.071
620467	0.33
620468	0.413
620469	-0.15
620470	-0.03
620471	-0.549
620472	-0.076
620473	0.229
620474	0.274
620475	-0.118
620476	1.499
620477	-0.507
620478	-0.1
620479	0.17
620480	0.203
620481	-0.191
620482	-0.303
620483	-0.197
620484	1.336
620485	-0.055
620486	-0.153
620487	-0.01
620488	-0.038
620489	-0.4
620490	-0.219
620491	-0.097
620492	0.024
620493	0.013
620494	-0.219
620495	0.505
620496	-0.168
620497	0.331
620498	-0.119
620499	-0.163
620500	0.626
620501	-0.135
620502	-0.179
620503	0.349
620504	-0.215
620505	-0.198
620506	-0.554
620507	-0.275
620508	-0.11
620509	-0.778
620510	-0.088
620511	-0.103
620512	0.327
620513	-0.123
620514	0.198
620515	0.227
620516	-0.262
620517	0.111
620518	-3.926
620519	-0.079
620520	-0.226
620521	-0.225
620522	-0.005
620523	0.256
620524	0.037
620525	0.326
620526	-0.52
620527	0.595
620528	-0.239
620529	-0.011
620530	0.257
620531	0.095
620532	-1.412
620533	0.077
620534	-0.181
620535	-0.142
620536	0.464
620537	0.116
620538	0.137
620539	0.131
620540	-0.127
620541	-0.047
620542	0.031
620543	-2.215
620544	0.153
620545	0.092
620546	-0.236
620547	-0.227
620548	-0.58
620549	-0.041
620550	0.138
620551	-0.481
620552	0.044
620553	-0.38
620554	-0.01
620555	-0.128
620556	-0.167
620557	-0.175
620558	-0.198
620559	0.862
620560	0.076
620561	-0.155
620562	0.089
620563	0.177
620564	-0.02
620565	0.066
620566	0.362
620567	0.05
620568	-0.585
620569	-0.171
620570	0.066
620571	-0.062
620572	0.013
620573	0.435
620574	-0.134
620575	-0.182
620576	-0.307
620581	-0.626
620582	-3.587
620583	-0.174
620589	0.133
620590	-0.086
620591	0.351
620592	-0.24
620593	0.569
620594	1.453
620595	0.071
620596	-0.04
620597	0.023
620598	0.464
620599	-0.305
620600	-0.176
620601	-0.032
620602	0.049
620603	0.304
620604	0.29
620605	-0.022
620606	0.003
620607	0.111
620608	-0.139
620609	-0.105
620610	0.523
620611	-0.142
620612	-0.009
620613	1.757
620614	-0.35
620615	0.132
620616	-0.013
620617	-0.297
620618	0.044
620619	-0.064
620620	0.119
620621	0.109
620622	0.112
620623	-0.13
620625	-0.126
620626	0.722
620837	-0.38
620838	-0.008
620839	0.135
620840	-0.035
620841	-0.357
620842	-0.161
620843	-0.069
620844	-0.154
620845	-0.542
620846	-0.273
620847	-0.25
620848	-0.218
620849	0.922
620850	-0.373
620851	-0.74
620852	-0.264
620853	-0.133
620854	-0.113
620855	0.08
620856	-0.117
620857	0.29
620858	0.209
620859	0.236
620860	-0.072
620861	0.235
620862	0.085
620863	0.271
620864	0.081
620865	0.641
620866	-0.011
620867	0.068
620868	0.405
620869	-2.599
620870	-0.577
620871	0.025
620872	-0.128
620873	-0.108
620874	-4.765
620875	-0.344
620876	0.208
620877	-0.174
620878	-0.078
620879	0.088
620880	-0.133
620881	0.107
620882	-0.384
620883	0.253
620884	0.529
620885	0.068
620886	0.067
620887	-0.024
620888	0.013
620889	0.14
620890	0
620891	0.173
620892	0.139
620893	0.041
620894	-0.387
620895	0.257
620896	0.279
620897	0.04
620898	0.058
620899	0.219
620900	0.145
620901	-0.141
620902	0.633
620903	0.658
620904	-0.188
620905	-2.671
620906	-0.223
620907	-0.154
620908	0.115
620909	0.101
620910	-0.199
620911	-0.159
620912	-0.032
620913	-0.166
620914	-0.036
620915	-2.834
620916	-0.19
620917	-0.03
620918	0.14
620919	0.132
620920	0.44
620921	-0.775
620922	-0.237
620923	0.435
620924	-0.074
620925	-0.184
620926	-0.18
620927	-0.056
620928	-0.372
620929	0.154
620930	-0.25
620931	0.101
620932	-0.081
620933	0.246
620934	-0.032
620935	-0.166
620936	-0.231
620937	-0.032
620938	0.061
620939	0.274
620940	-0.534
620941	-0.148
620942	-0.154
620943	0.223
620944	0.083
620945	0.496
620946	-0.634
620947	0.42
620948	-0.074
620949	0.058
620950	-0.671
620951	0.03
620952	-0.015
620953	-0.048
620954	0.118
620955	0.34
620956	0.185
620957	-0.438
620958	0.347
620959	-0.069
620960	-0.032
620961	1.048
620962	0.234
620963	-0.142
620964	-3.214
620965	0.075
620966	0.144
620967	0.165
620968	-0.059
620969	-0.034
620970	-0.107
620971	-0.09
620972	0.105
620973	1.504
620974	-0.044
620975	-0.166
620976	-0.066
620977	-0.56
620978	-0.013
620979	-0.111
620980	-0.248
620981	0.037
620982	0.208
620983	0.108
620984	0.056
620985	0.092
620986	-0.03
620987	-0.237
620989	0.29
620990	0.141
620991	-0.173
620992	0.339
620993	0.011
620994	-0.039
620995	-0.025
620996	-0.153
620997	0.151
620998	0.092
620999	0.14
621000	-0.649
621001	-0.357
621002	0.329
621003	-0.016
621004	-0.011
621005	0.277
621006	-0.49
621007	-0.081
621008	0.368
621009	-0.414
621010	0.759
621011	0.239
621012	-1.434
621013	0.575
621014	-0.263
621015	-2.832
621016	0.086
621017	-4.563
621018	-0.101
621019	-0.014
621020	-0.505
621021	-4.026
621022	0.718
621023	0.013
621024	-0.152
621025	0.141
621026	-0.118
621027	0.242
621028	0.033
621029	0.024
621030	-0.673
621031	-0.084
621032	-0.028
621033	0.668
621034	0.697
621035	0.228
621036	0.532
621245	0.711
621246	-0.076
621247	0.399
621248	-0.049
621249	-0.165
621250	0.006
621251	0.489
621252	0.128
621253	0.11
621254	0.036
621255	-0.582
621256	-0.027
621257	-0.043
621258	-0.226
621259	-0.118
621260	-0.054
621261	0.311
621262	-0.163
621263	-0.186
621264	0.072
621265	-0.062
621266	0.08
621267	-0.244
621268	-0.134
621269	0.302
621270	-0.106
621271	-0.001
621272	0.016
621273	-0.163
621274	0.163
621275	0.036
621276	0.043
621277	0.002
621278	0.043
621279	0.021
621280	0.531
621281	-0.035
621282	-0.091
621283	-0.252
621284	-0.119
621285	0.245
621286	0.269
621287	0.591
621288	-0.098
621289	-0.105
621290	0.195
621291	0.014
621292	-0.329
621293	0.098
621294	-0.046
621295	-0.057
621296	-0.693
621297	-0.244
621298	-0.05
621299	0.023
621300	-0.237
621301	0.185
621302	-0.32
621303	0.284
621304	-0.05
621305	0.014
621306	0.092
621307	-0.063
621308	-0.164
621309	0.039
621310	-0.005
621311	-0.171
621312	-0.097
621313	0.093
621314	-0.154
621315	0.557
621316	0.139
621317	-0.081
621318	0.107
621319	0.036
621320	-0.092
621321	0.075
621322	1.155
621323	-0.396
621324	-1.615
621325	-0.095
621326	-0.307
621327	0.066
621328	0.607
621329	0.195
621330	-0.009
621331	0.152
621332	-0.155
621333	0.291
621334	-0.298
621335	-0.333
621336	0.158
621337	0.02
621338	-0.229
621339	0.251
621340	-0.542
621341	-0.383
621342	0.093
621343	0.008
621344	0.085
621345	0.025
621346	0.177
621347	-0.083
621348	1.152
621349	-0.007
621350	0.02
621351	-0.06
621352	-0.228
621353	0.108
621354	0.078
621355	-0.279
621356	-0.143
621357	0.036
621358	-0.047
621359	0.107
621360	0.036
621361	0.039
621362	0.084
621363	-3.771
621364	0.247
621365	0.077
621366	-0.081
621367	0.101
621368	-0.034
621369	-0.805
621370	-0.049
621371	-0.024
621372	0.045
621373	0.203
621374	1.418
621375	-0.031
621376	0.622
621377	0.323
621378	-0.265
621379	0.059
621380	0.007
621381	0.232
621382	0.557
621383	-0.025
621384	-0.069
621385	0.005
621386	0.063
621387	-0.628
621388	0.125
621389	-0.206
621390	0.088
621391	-0.07
621392	-0.211
621393	0.06
621394	0.614
621395	-0.079
621396	-0.373
621397	0.007
621398	-0.123
621399	-0.113
621400	-0.171
621401	-0.082
621402	0.044
621403	0.024
621404	0.025
621405	0.065
621406	0.283
621407	-0.612
621408	0.098
621409	0.216
621410	0.516
621411	-0.368
621412	-0.264
621413	0.19
621414	0.067
621415	0.082
621416	0.091
621417	-0.021
621418	0.55
621419	0.101
621420	0.205
621421	0.071
621422	-0.642
621423	-0.014
621424	-0.104
621425	0.301
621426	-0.059
621427	0.075
621428	-0.544
621429	-0.101
621430	0.006
621431	0.649
621432	0.209
621433	0.074
621434	0.639
621435	0.011
621436	0.005
621437	0.149
621438	0.169
621439	0.168
621440	0.064
621441	-0.047
621442	-0.113
621443	0.309
621444	0.084
621653	0.082
621654	0.033
621655	0.202
621656	-0.121
621657	0.023
621658	-0.016
621659	0.012
621660	0.027
621661	-0.008
621662	-0.025
621663	-0.208
621664	-0.334
621665	-0.039
621666	0.049
621667	0.051
621668	0.216
621669	0.044
621670	-3.802
621671	-0.176
621672	-0.681
621673	0.288
621674	0.701
621675	-0.257
621676	0.146
621677	-0.105
621678	0.162
621679	-0.171
621680	0.061
621681	-0.007
621682	-0.133
621683	-0.113
621684	0.09
621685	-3.701
621686	-0.345
621687	0.053
621688	0.119
621689	-0.269
621690	-0.36
621691	-0.078
621692	0.212
621693	0.005
621694	0.06
621695	0.006
621696	-0.14
621697	0.369
621698	0.124
621699	0.009
621700	0.208
621701	0.253
621702	0.111
621703	-0.388
621704	0.021
621705	-0.018
621706	0.364
621707	0.067
621708	0.075
621709	-0.177
621710	-0.017
621711	-0.05
621712	0.056
621713	0.074
621714	0.032
621715	0.043
621716	0.294
621717	0.123
621718	0.06
621719	-0.102
621720	-0.254
621721	-0.122
621722	0.185
621723	-0.269
621724	-0.055
621725	-0.237
621726	-0.336
621727	-0.182
621728	-0.034
621729	-1.093
621730	0.03
621731	-0.293
621732	-0.132
621733	-0.279
621734	0.162
621735	-0.165
621736	-0.136
621737	-0.076
621738	-0.047
621739	-0.043
621740	-0.158
621741	-4.898
621742	-0.174
621743	-0.024
621744	-0.187
621745	-0.155
621746	-0.045
621747	0.089
621748	-0.049
621749	-0.01
621750	-0.218
621751	-0.045
621752	0.184
621753	0.396
621754	0.101
621755	-0.374
621756	-0.581
621757	-0.099
621758	-0.144
621759	0.138
621760	-0.078
621761	-0.104
621762	0.021
621763	-0.131
621764	0.109
621765	-0.148
621766	-0.206
621767	0.119
621768	-0.325
621769	-0.088
621770	-0.412
621771	0.065
621772	-0.189
621773	0.239
621774	-0.072
621775	0.986
621776	-0.243
621777	-0.103
621778	0.101
621779	0.001
621780	-3.502
621781	0.599
621782	-1.067
621783	-0.149
621784	0.104
621785	-0.01
621786	-0.06
621787	-0.049
621788	-0.107
621789	0.348
621790	-0.181
621791	0.142
621792	0.059
621793	0.025
621794	-0.59
621795	1.203
621796	0.247
621797	-0.023
621798	-0.254
621799	-0.086
621800	0.044
621813	0.011
621814	-2.543
621815	-0.013
621816	1.033
621817	-0.914
621818	-0.501
621819	-0.307
621820	-0.437
621821	0.091
621822	-0.072
621823	-0.022
621824	-1.266
621825	-0.168
621826	-0.085
621827	0.388
621828	0.43
621829	-0.263
621830	0.089
621831	0.107
621832	0.716
621833	-0.042
621834	0.037
621835	0.02
621836	-0.091
621837	-0.945
621838	-1.374
621839	0.326
621840	-2.305
621841	0.255
621842	-0.369
621843	-0.223
621844	0.061
622061	0.543
622062	-0.239
622063	-0.135
622064	-0.722
622065	0.884
622066	-0.419
622067	-0.073
622068	-0.587
622069	-0.132
622070	0.089
622071	0.035
622072	0.332
622073	-3.397
622074	0.198
622075	0.805
622076	-0.152
622077	0.743
622078	-0.026
622079	0.199
622080	0.305
622081	-0.204
622082	-0.051
622083	-0.076
622084	-0.335
622085	-0.301
622086	-0.152
622087	-0.148
622088	-0.46
622089	0.15
622090	-0.054
622091	-1.823
622092	0.277
622093	0.238
622094	-0.01
622095	-1.205
622096	-0.217
622097	0.05
622098	0.03
622099	-0.699
622100	0.08
622101	-0.18
622102	0.629
622103	-0.118
622104	-1.348
622105	-0.316
622106	0.276
622107	-0.074
622108	-2.388
622109	0.33
622110	-1.885
622111	-0.387
622112	-0.005
622113	0.019
622114	0.097
622115	0.071
622116	-0.055
622117	0.066
622118	0.157
622119	0.153
622120	0.115
622121	-0.031
622122	0.055
622123	-0.118
622124	0.171
622125	-0.058
622126	-0.124
622127	-0.128
622128	-0.07
622129	0.09
622130	-0.08
622131	-0.05
622132	-0.136
622133	-0.2
622134	0.824
622135	0.038
622136	0.427
622137	-0.053
622138	0.115
622139	0.497
622140	-0.202
622141	0.435
622142	0.372
622143	-0.028
622144	0.091
622145	-0.391
622146	-0.104
622147	-0.25
622148	-1.808
622149	0.067
622150	-0.019
622151	0.918
622152	-0.311
622153	0.569
622154	0.433
622155	0.269
622156	-0.325
622157	-0.543
622158	0.024
622159	0.09
622160	-0.283
622161	0.103
622162	0.048
622163	-0.075
622164	-0.073
622165	-0.231
622166	0.09
622167	-0.293
622168	-0.111
622169	-0.086
622170	-0.619
622171	0.245
622172	0.113
622173	-1.792
622174	0.378
622175	-0.051
622176	-0.136
622177	-0.266
622178	0.094
622179	-0.042
622180	0.287
622181	-1.545
622182	-0.045
622183	-0.098
622184	0.043
622185	-0.119
622186	-0.065
622187	-0.074
622188	-0.297
622189	0.17
622190	0.022
622191	-0.124
622192	-0.025
622193	0.032
622194	-0.2
622195	-0.501
622196	-0.146
622197	-0.004
622198	0.072
622199	-0.131
622200	-0.077
622201	-0.097
