reporter_name,gene_name,gene_entrez_id
623715,agaWpseudogene,947647
623720,rhsA,947994
623802,bglB,948234
623811,glxK,945129
623815,cca,947553
623822,grpE,947097
623836,yihA,948358
623853,gntR,947946
623854,yfeS,946887
623855,isrC,2847691
623856,cysW,2847743
623857,dicF,946140
623858,yaiP,945308
623859,tnaC,948223
623860,visC,947389
623861,glyW,948682
623862,yncB,946012
623863,ysgA,948320
623864,yzgL,947933
623865,fepD,945214
623866,ydfU,946108
623867,ruvA,946369
623868,sufD,944878
623869,ygcJ,947224
623870,leuW,945264
623871,wbbI,947041
623872,yeaZ,946304
623873,rfaL,948148
623874,intF,947351
623875,yaiS,946967
623876,nfrB,945849
623877,yabI,944783
623878,entB,946178
623879,rnpB,947634
623880,yfjL,947110
623881,ytfI,948738
623882,xisE,945705
623883,potG,945476
623884,yegK,947269
623885,ymfR,945700
623886,paaJ,946121
623887,argF,944844
623889,yoaI,946294
623890,ryfD,5061506
623897,aldA,945672
623919,agaWpseudogene,947647
623924,rhsA,947994
624006,bglB,948234
624015,glxK,945129
624019,cca,947553
624026,grpE,947097
624040,yihA,948358
624057,gntR,947946
624058,yfeS,946887
624059,isrC,2847691
624060,cysW,2847743
624061,dicF,946140
624062,yaiP,945308
624063,tnaC,948223
624064,visC,947389
624065,glyW,948682
624066,yncB,946012
624067,ysgA,948320
624068,yzgL,947933
624069,fepD,945214
624070,ydfU,946108
624071,ruvA,946369
624072,sufD,944878
624073,ygcJ,947224
624074,leuW,945264
624075,wbbI,947041
624076,yeaZ,946304
624077,rfaL,948148
624078,intF,947351
624079,yaiS,946967
624080,nfrB,945849
624081,yabI,944783
624082,entB,946178
624083,rnpB,947634
624084,yfjL,947110
624085,ytfI,948738
624086,xisE,945705
624087,potG,945476
624088,yegK,947269
624089,ymfR,945700
624090,paaJ,946121
624091,argF,944844
624093,yoaI,946294
624094,ryfD,5061506
624120,serC,945527
624198,ydfJ_v2,
624201,cdsA,944876
624219,kduD,947323
624222,ndh,946792
624248,ypdB,947395
624254,caiE,948999
624256,ycgIpseudogene_v2,
624261,yhhL,947976
624262,yhaL,947618
624263,alpA,946758
624264,yafS,944903
624265,yedNpseudogene_v2,
624266,yjiP,948866
624267,envY,949114
624268,isrA,2847751
624269,ybhA,945372
624270,ygaF,948069
624271,paaX,945966
624272,prmB,946805
624273,recE,945918
624274,ryjB,5061532
624275,rdlD,2847731
624276,ymfO,945698
624277,yecH,946411
624278,nrfF,948578
624279,yfdG,948821
624280,tyrP,946412
624281,sufA,949014
624282,yfjW,947128
624283,ynfN,946097
624284,wbbJ,946556
624285,hisH,946544
624286,yafX,944931
624287,yagB,944944
624288,yodC,946466
624289,yfjS,945668
624290,ykfB,946846
624291,vsr,946476
624292,ygeK,
624293,ftsX,947969
624294,hisC,946551
624295,ygcH,947226
624296,stfR,945207
624297,rdlA,2847734
624298,rdlC,2847680
624299,tyrV,945811
624300,yabP_v3,
624324,serC,945527
624402,ydfJ_v2,
624405,cdsA,944876
624423,kduD,947323
624426,ndh,946792
624452,ypdB,947395
624458,caiE,948999
624460,ycgIpseudogene_v2,
624465,yhhL,947976
624466,yhaL,947618
624467,alpA,946758
624468,yafS,944903
624469,yedNpseudogene_v2,
624470,yjiP,948866
624471,envY,949114
624472,isrA,2847751
624473,ybhA,945372
624474,ygaF,948069
624475,paaX,945966
624476,prmB,946805
624477,recE,945918
624478,ryjB,5061532
624479,rdlD,2847731
624480,ymfO,945698
624481,yecH,946411
624482,nrfF,948578
624483,yfdG,948821
624484,tyrP,946412
624485,sufA,949014
624486,yfjW,947128
624487,ynfN,946097
624488,wbbJ,946556
624489,hisH,946544
624490,yafX,944931
624491,yagB,944944
624492,yodC,946466
624493,yfjS,945668
624494,ykfB,946846
624495,vsr,946476
624496,ygeK,
624497,ftsX,947969
624498,hisC,946551
624499,ygcH,947226
624500,stfR,945207
624501,rdlA,2847734
624502,rdlC,2847680
624503,tyrV,945811
624504,yabP_v3,
624536,argB,948464
624569,yqiK,947537
624586,tynA,945939
624587,glvGpseudogene,
624603,ybdN,945205
624604,yjhEpseudogene,948810
624626,yafO,944916
624632,gatRpseudogene,
624639,flgL,945646
624641,artP,945489
624643,yjhDpseudogene,948809
624655,mltB,947184
624658,yieG,948224
624669,ydaYpseudogene,946208
624670,yfbO,946752
624671,yecC,946422
624672,rfaZ,948146
624673,rcnA,949078
624674,ymfK,945719
624675,yghJ,2847716
624676,yfjZ,947123
624677,yafZ,945373
624678,yjgM,948772
624679,arpB_v2,948935
624680,rnlA,947107
624681,ykgN,1450237
624682,eutS,946936
624683,aroC,946814
624684,ymfM,945715
624685,yedP,946472
624686,yiaY,948102
624687,yghXpseudogene,
624688,pppA,947467
624689,yidP,948194
624690,yehB,946617
624691,ydfI,945861
624692,yqfEpseudogene,946707
624693,rfbC,947482
624694,yjhU,948827
624695,hsdS,948867
624696,ybdM,945206
624697,yafK,944910
624698,ileV,947778
624699,torI,1450232
624700,yheN,947852
624701,narJ,945807
624702,ykfM,5061498
624703,ybeT,945243
624704,rfaJ,948142
624705,ybcV,945178
624706,leuT,948873
624707,yjbL,948551
624708,ileY,947163
624740,argB,948464
624773,yqiK,947537
624790,tynA,945939
624791,glvGpseudogene,
624807,ybdN,945205
624808,yjhEpseudogene,948810
624830,yafO,944916
624836,gatRpseudogene,
624843,flgL,945646
624845,artP,945489
624847,yjhDpseudogene,948809
624859,mltB,947184
624862,yieG,948224
624873,ydaYpseudogene,946208
624874,yfbO,946752
624875,yecC,946422
624876,rfaZ,948146
624877,rcnA,949078
624878,ymfK,945719
624879,yghJ,2847716
624880,yfjZ,947123
624881,yafZ,945373
624882,yjgM,948772
624883,arpB_v2,948935
624884,rnlA,947107
624885,ykgN,1450237
624886,eutS,946936
624887,aroC,946814
624888,ymfM,945715
624889,yedP,946472
624890,yiaY,948102
624891,yghXpseudogene,
624892,pppA,947467
624893,yidP,948194
624894,yehB,946617
624895,ydfI,945861
624896,yqfEpseudogene,946707
624897,rfbC,947482
624898,yjhU,948827
624899,hsdS,948867
624900,ybdM,945206
624901,yafK,944910
624902,ileV,947778
624903,torI,1450232
624904,yheN,947852
624905,narJ,945807
624906,ykfM,5061498
624907,ybeT,945243
624908,rfaJ,948142
624909,ybcV,945178
624910,leuT,948873
624911,yjbL,948551
624912,ileY,947163
624918,iscX,945196
624929,yaiT,
624931,xylG,948127
624956,ybeM,
624969,hyfC,947492
624984,rfaC,948136
624993,yejO_v2,946867
624995,dgoT,948196
625005,insI,945968
625018,alx,947607
625022,ugpQ,947955
625030,yfhD,947028
625032,hemH,947532
625063,asnC,948259
625077,cysT,946414
625078,stfEpseudogene,945722
625079,nagC,945285
625080,lplA,944865
625081,glnW,945269
625082,ymfE,946722
625083,aaeR,947760
625084,hycI,947428
625085,ymfQ,945707
625086,ybfC,947288
625087,eutE,946943
625088,yhhM,947975
625089,metU,945280
625090,ybcF,944972
625091,eutL,946914
625092,yafE,946197
625093,rem,946109
625094,ygcI,947225
625095,omrA,2847746
625096,yqjE,947611
625097,yqjG,947615
625098,fliI,946457
625099,yjhH,948825
625100,ygeF,946823
625101,csrB,2847719
625102,ogrK,945404
625103,lomRpseudogene_v2,
625104,intE,948034
625105,moaE,945399
625106,fliM,946442
625107,yfjK,947111
625108,dinB,944922
625122,iscX,945196
625133,yaiT,
625135,xylG,948127
625160,ybeM,
625173,hyfC,947492
625188,rfaC,948136
625197,yejO_v2,946867
625199,dgoT,948196
625209,insI,945968
625222,alx,947607
625226,ugpQ,947955
625234,yfhD,947028
625236,hemH,947532
625267,asnC,948259
625281,cysT,946414
625282,stfEpseudogene,945722
625283,nagC,945285
625284,lplA,944865
625285,glnW,945269
625286,ymfE,946722
625287,aaeR,947760
625288,hycI,947428
625289,ymfQ,945707
625290,ybfC,947288
625291,eutE,946943
625292,yhhM,947975
625293,metU,945280
625294,ybcF,944972
625295,eutL,946914
625296,yafE,946197
625297,rem,946109
625298,ygcI,947225
625299,omrA,2847746
625300,yqjE,947611
625301,yqjG,947615
625302,fliI,946457
625303,yjhH,948825
625304,ygeF,946823
625305,csrB,2847719
625306,ogrK,945404
625307,lomRpseudogene_v2,
625308,intE,948034
625309,moaE,945399
625310,fliM,946442
625311,yfjK,947111
625312,dinB,944922
625333,yhbC,947680
625340,ylaB,948951
625346,yfdY,948842
625373,yghQ,947716
625377,lsrD,946264
625380,yhdW_v2,947766
625382,yeaC,947074
625388,uvrY,946424
625393,yjjX,948919
625408,yebB,946377
625411,wcaI,946588
625423,ydjM,945644
625451,umuC,946359
625453,yhjG,948043
625455,ybfOpseudogene,946124
625463,eutT,946939
625468,yhhJ,947991
625485,ycgHpseudogene,
625486,phnD,948624
625487,rnhB,944852
625488,rfaY,948145
625489,yhaV,947638
625490,lysT,945336
625491,argW,945486
625492,yedQ,946471
625493,yafP,944912
625494,ybcH,945186
625495,gsk,946584
625496,frwB,948447
625497,yjgXpseudogene_v2,
625498,ninE,945151
625499,yeePpseudogene,946524
625500,rydB,2847670
625501,nagK,945664
625502,flxA,947392
625503,hisD,946531
625504,yegI,947159
625505,panB,944839
625506,intGpseudogene,946445
625507,nmpCpseudogene_v2,
625508,yagM,944959
625509,yccJ,948930
625510,yagI,945016
625511,tilS,944889
625512,potI,945485
625513,cysH,947230
625514,rfaS,948151
625515,ryfA,2847714
625516,rhsC,945306
625517,mcrC,948880
625518,agaS,947645
625519,serT,944826
625521,sokA,5061523
625522,spf,948354
625537,yhbC,947680
625544,ylaB,948951
625550,yfdY,948842
625577,yghQ,947716
625581,lsrD,946264
625584,yhdW_v2,947766
625586,yeaC,947074
625592,uvrY,946424
625597,yjjX,948919
625612,yebB,946377
625615,wcaI,946588
625627,ydjM,945644
625655,umuC,946359
625657,yhjG,948043
625659,ybfOpseudogene,946124
625667,eutT,946939
625672,yhhJ,947991
625689,ycgHpseudogene,
625690,phnD,948624
625691,rnhB,944852
625692,rfaY,948145
625693,yhaV,947638
625694,lysT,945336
625695,argW,945486
625696,yedQ,946471
625697,yafP,944912
625698,ybcH,945186
625699,gsk,946584
625700,frwB,948447
625701,yjgXpseudogene_v2,
625702,ninE,945151
625703,yeePpseudogene,946524
625704,rydB,2847670
625705,nagK,945664
625706,flxA,947392
625707,hisD,946531
625708,yegI,947159
625709,panB,944839
625710,intGpseudogene,946445
625711,nmpCpseudogene_v2,
625712,yagM,944959
625713,yccJ,948930
625714,yagI,945016
625715,tilS,944889
625716,potI,945485
625717,cysH,947230
625718,rfaS,948151
625719,ryfA,2847714
625720,rhsC,945306
625721,mcrC,948880
625722,agaS,947645
625723,serT,944826
625725,sokA,5061523
625726,spf,948354
625791,rffM,948301
625814,uidB,947484
625815,ycgM,946115
625821,ybeM_v2,
625849,yhaO,947628
625876,kbl,948138
625893,ydfN,946098
625894,yghD,947025
625895,ypjF,947131
625896,ydbApseudogene_v3,
625897,yjiT,945056
625898,yjbI_v2,948546
625899,tehB,945979
625900,fepB,947538
625901,flu,946540
625902,ycfK,945726
625903,betI,944981
625904,rfaQ,948155
625905,ydfR,946095
625906,hisB,946552
625907,lysS,947372
625908,rfaI,948143
625909,ykfG,944930
625910,ulaA,948717
625911,yadC,944837
625912,fdrA,946298
625913,nudL,946330
625914,rhaM,948402
625915,yegJ,947201
625916,waaU,948147
625917,argX,945107
625918,sokB,2847728
625919,modB,945361
625920,ydaS,945923
625921,nanK,947757
625922,yagL,945845
625923,lit,948421
625924,ssrS,947405
625925,yncI_v2,945121
625926,ytjB,946089
625927,yjbM,948550
625928,yeeV,946534
625929,cspB,946091
625930,ykiB,
625931,ypjK,2847710
625932,ygeNpseudogene,2847705
625995,rffM,948301
626018,uidB,947484
626019,ycgM,946115
626025,ybeM_v2,
626053,yhaO,947628
626080,kbl,948138
626097,ydfN,946098
626098,yghD,947025
626099,ypjF,947131
626100,ydbApseudogene_v3,
626101,yjiT,945056
626102,yjbI_v2,948546
626103,tehB,945979
626104,fepB,947538
626105,flu,946540
626106,ycfK,945726
626107,betI,944981
626108,rfaQ,948155
626109,ydfR,946095
626110,hisB,946552
626111,lysS,947372
626112,rfaI,948143
626113,ykfG,944930
626114,ulaA,948717
626115,yadC,944837
626116,fdrA,946298
626117,nudL,946330
626118,rhaM,948402
626119,yegJ,947201
626120,waaU,948147
626121,argX,945107
626122,sokB,2847728
626123,modB,945361
626124,ydaS,945923
626125,nanK,947757
626126,yagL,945845
626127,lit,948421
626128,ssrS,947405
626129,yncI_v2,945121
626130,ytjB,946089
626131,yjbM,948550
626132,yeeV,946534
626133,cspB,946091
626134,ykiB,
626135,ypjK,2847710
626136,ygeNpseudogene,2847705
626154,ydiV,946217
626155,yjjM,948881
626215,ydeTpseudogene,946042
626238,yccW,946691
626239,prfHpseudogene,947374
626264,murA,947703
626287,ydhY,948749
626296,ychS,945809
626301,paaE,945962
626302,rcnR,947114
626303,yeeU,946510
626304,fcl,946563
626305,nfrA,944741
626306,ypjA,948630
626307,yhdV,947767
626308,ascG,947305
626309,yneL_v2,946063
626310,yeeR,946512
626311,fliJ,946454
626312,aspU,947541
626313,sbmC,946546
626314,yfjM,947108
626315,fliP,946462
626316,ykfI,946726
626317,pgl,946398
626318,ydeK,947790
626319,yagK,945847
626320,yfcM,946807
626321,flgE,945636
626322,serV,947173
626323,eutQ,946935
626324,htrL,948137
626325,zntA,947972
626326,aslB,949013
626327,ygfT,949018
626328,ybeQ,945251
626329,rybA,2847681
626330,nmpCpseudogene,946786
626331,intZ,946923
626332,rfbD,947117
626333,ykfF,948839
626334,yehHpseudogene_v2,
626335,selC,948167
626336,fepC,945201
626337,ybfQ,1450245
626338,thrV,947770
626339,ykfH,1450236
626340,tfaDpseudogene,945171
626358,ydiV,946217
626359,yjjM,948881
626419,ydeTpseudogene,946042
626442,yccW,946691
626443,prfHpseudogene,947374
626468,murA,947703
626491,ydhY,948749
626500,ychS,945809
626505,paaE,945962
626506,rcnR,947114
626507,yeeU,946510
626508,fcl,946563
626509,nfrA,944741
626510,ypjA,948630
626511,yhdV,947767
626512,ascG,947305
626513,yneL_v2,946063
626514,yeeR,946512
626515,fliJ,946454
626516,aspU,947541
626517,sbmC,946546
626518,yfjM,947108
626519,fliP,946462
626520,ykfI,946726
626521,pgl,946398
626522,ydeK,947790
626523,yagK,945847
626524,yfcM,946807
626525,flgE,945636
626526,serV,947173
626527,eutQ,946935
626528,htrL,948137
626529,zntA,947972
626530,aslB,949013
626531,ygfT,949018
626532,ybeQ,945251
626533,rybA,2847681
626534,nmpCpseudogene,946786
626535,intZ,946923
626536,rfbD,947117
626537,ykfF,948839
626538,yehHpseudogene_v2,
626539,selC,948167
626540,fepC,945201
626541,ybfQ,1450245
626542,thrV,947770
626543,ykfH,1450236
626544,tfaDpseudogene,945171
626561,narG,945782
626568,ldhA,946315
626587,sugE,948671
626599,prpD,945931
626620,hyfD,947290
626624,yjfF,948754
626636,bioF,945384
626655,phnE_v2,
626691,yphG,947021
626709,yffP,946928
626710,ulaD,948714
626711,fliE,946446
626712,wcaJ,946583
626713,csrC,2847776
626714,yjhG,946829
626715,yfjO,947113
626716,ygeQ,947344
626717,paaG,946263
626718,ulaC,948715
626719,yggT,947421
626720,hsdR,948878
626721,gcvB,2847720
626722,yjhI,949100
626723,gspD,947822
626724,ylcG,1450240
626725,yeeY,946532
626726,serW,945714
626727,ydfJ,
626728,yecF,946420
626729,rfbB,945276
626730,rfc,945179
626731,yagG,944947
626732,argU,945161
626733,ompL,948366
626734,speC,947457
626735,ygaQ,
626736,pstA,948239
626737,wcaM,946561
626738,yafM,944913
626739,yfcP,946788
626740,ydaW,945927
626765,narG,945782
626772,ldhA,946315
626791,sugE,948671
626803,prpD,945931
626824,hyfD,947290
626828,yjfF,948754
626840,bioF,945384
626859,phnE_v2,
626895,yphG,947021
626913,yffP,946928
626914,ulaD,948714
626915,fliE,946446
626916,wcaJ,946583
626917,csrC,2847776
626918,yjhG,946829
626919,yfjO,947113
626920,ygeQ,947344
626921,paaG,946263
626922,ulaC,948715
626923,yggT,947421
626924,hsdR,948878
626925,gcvB,2847720
626926,yjhI,949100
626927,gspD,947822
626928,ylcG,1450240
626929,yeeY,946532
626930,serW,945714
626931,ydfJ,
626932,yecF,946420
626933,rfbB,945276
626934,rfc,945179
626935,yagG,944947
626936,argU,945161
626937,ompL,948366
626938,speC,947457
626939,ygaQ,
626940,pstA,948239
626941,wcaM,946561
626942,yafM,944913
626943,yfcP,946788
626944,ydaW,945927
626977,treB,948761
626993,yhjK,948048
626994,lnt,946201
627016,yhiM,947997
627038,yfiM,947060
627045,insD,947517
627048,nrfE,948579
627075,tolR,945328
627086,hlyE,945745
627117,yafW,944929
627118,ybbD,
627119,rhaD,948401
627120,ryeE,2847769
627121,ydgU,5061510
627122,cusC,946288
627123,ymgJ,5061516
627124,yhcEpseudogene_v2,
627125,ymfL,945717
627126,intS,946821
627127,ybgO,947550
627128,ryfB,5061517
627129,moeA,945454
627130,yghEpseudogene,945897
627131,yqeK,947329
627132,yedSpseudogene,
627133,wcaC,946579
627134,yadN,944841
627135,yehC,946621
627136,yfdP,945565
627137,hisR,948305
627138,thiP,944784
627139,yfcN,944847
627140,yebW,946354
627141,ybhJ,945380
627142,rrlA,948268
627143,srlB,948971
627144,fliY,948833
627145,sirA,947974
627146,feoC,947918
627147,tfaE,945723
627148,glyT,948481
627149,ydbC,945980
627150,rhaA,948400
627151,fliQ,946463
627153,ryeC,2847673
627154,ryhA,2847690
627181,treB,948761
627197,yhjK,948048
627198,lnt,946201
627220,yhiM,947997
627242,yfiM,947060
627249,insD,947517
627252,nrfE,948579
627279,tolR,945328
627290,hlyE,945745
627321,yafW,944929
627322,ybbD,
627323,rhaD,948401
627324,ryeE,2847769
627325,ydgU,5061510
627326,cusC,946288
627327,ymgJ,5061516
627328,yhcEpseudogene_v2,
627329,ymfL,945717
627330,intS,946821
627331,ybgO,947550
627332,ryfB,5061517
627333,moeA,945454
627334,yghEpseudogene,945897
627335,yqeK,947329
627336,yedSpseudogene,
627337,wcaC,946579
627338,yadN,944841
627339,yehC,946621
627340,yfdP,945565
627341,hisR,948305
627342,thiP,944784
627343,yfcN,944847
627344,yebW,946354
627345,ybhJ,945380
627346,rrlA,948268
627347,srlB,948971
627348,fliY,948833
627349,sirA,947974
627350,feoC,947918
627351,tfaE,945723
627352,glyT,948481
627353,ydbC,945980
627354,rhaA,948400
627355,fliQ,946463
627357,ryeC,2847673
627358,ryhA,2847690
627381,ompC,946716
627416,srlD,948937
627430,ymbA,946972
627443,ydiM,946196
627472,yjhRpseudogene,
627479,intB,948782
627485,djlA,948992
627492,purD,948504
627496,ispA,945064
627505,yqiB,947518
627525,thiI,945067
627526,yohN,949080
627527,agaApseudogene,947646
627528,yjeN,948678
627529,rcsA,946467
627530,yagF,944928
627531,yfcQ,946779
627532,mcrB,949122
627533,yffQ,946927
627534,ydiT,946214
627535,yffS,946932
627536,yadL,944829
627537,pphB,947196
627538,gltW,948271
627539,yibL,948115
627540,rusA,945174
627541,ryjC,5061533
627542,ybcDpseudogene,945299
627543,yaeI,945002
627544,yegZpseudogene,949050
627545,tfaSpseudogene,946825
627546,dsrB,946468
627547,ryhB,2847761
627548,ychGpseudogene_v2,
627549,paaI,945265
627550,sdiA,946421
627551,ybcCpseudogene,947902
627552,racR,945899
627553,omrB,2847747
627554,ydfV,948801
627555,hycG,947191
627556,rfaG,948149
627557,psrO,2847685
627558,tauC,945026
627559,rumB,947260
627560,rseX,5061507
627561,pblpseudogene,947338
627562,valV,946170
627563,ylcH,5061504
627564,ypdJ,946836
627585,ompC,946716
627620,srlD,948937
627634,ymbA,946972
627647,ydiM,946196
627676,yjhRpseudogene,
627683,intB,948782
627689,djlA,948992
627696,purD,948504
627700,ispA,945064
627709,yqiB,947518
627729,thiI,945067
627730,yohN,949080
627731,agaApseudogene,947646
627732,yjeN,948678
627733,rcsA,946467
627734,yagF,944928
627735,yfcQ,946779
627736,mcrB,949122
627737,yffQ,946927
627738,ydiT,946214
627739,yffS,946932
627740,yadL,944829
627741,pphB,947196
627742,gltW,948271
627743,yibL,948115
627744,rusA,945174
627745,ryjC,5061533
627746,ybcDpseudogene,945299
627747,yaeI,945002
627748,yegZpseudogene,949050
627749,tfaSpseudogene,946825
627750,dsrB,946468
627751,ryhB,2847761
627752,ychGpseudogene_v2,
627753,paaI,945265
627754,sdiA,946421
627755,ybcCpseudogene,947902
627756,racR,945899
627757,omrB,2847747
627758,ydfV,948801
627759,hycG,947191
627760,rfaG,948149
627761,psrO,2847685
627762,tauC,945026
627763,rumB,947260
627764,rseX,5061507
627765,pblpseudogene,947338
627766,valV,946170
627767,ylcH,5061504
627768,ypdJ,946836
627776,ykiApseudogene,945423
627780,yfaS,1450231
627790,ydiN,946198
627815,cysQ,948728
627817,amtB,945084
627819,rtcR,947928
627830,glpD,947934
627851,ygjR,947600
627853,amn,946508
627858,yedY,946484
627882,ygaYpseudogene,2847696
627887,ygiB,945086
627893,hrpA,948444
627906,ytfApseudogene,948718
627907,diaA,947661
627928,ycgIpseudogene,1450255
627933,rfbA,945154
627934,yfjY,947125
627935,yjiVpseudogene,2847669
627936,relB,948308
627937,yddH,946192
627938,yffR,946931
627939,ydiL,946181
627940,iap,947215
627941,yafY,944934
627942,fliC,949101
627943,mcrA,945727
627944,yghF,947469
627945,ybgD,945325
627946,yfcS,946418
627947,yehQ,946654
627948,ssrA,945053
627949,ung,947067
627950,ydbApseudogene_v2,
627951,cyaY,947754
627952,yagA,944937
627953,afuC,947676
627954,yjtD,948924
627955,yneM,5061497
627956,puuA,946202
627957,tag,947137
627958,yedD,949082
627959,ybcI,945155
627960,yfeN,946872
627961,ompT,945185
627962,lsrC,946105
627963,yqeI,947327
627964,ryjA,2847753
627965,yjaA,948515
627966,cysA,946889
627967,rybB,2847774
627968,ymfS,945724
627969,yrhCpseudogene,1450291
627970,yqiG,
627971,essQ,946093
627972,pheL,947080
627980,ykiApseudogene,945423
627984,yfaS,1450231
627994,ydiN,946198
628019,cysQ,948728
628021,amtB,945084
628023,rtcR,947928
628034,glpD,947934
628055,ygjR,947600
628057,amn,946508
628062,yedY,946484
628086,ygaYpseudogene,2847696
628091,ygiB,945086
628097,hrpA,948444
628110,ytfApseudogene,948718
628111,diaA,947661
628132,ycgIpseudogene,1450255
628137,rfbA,945154
628138,yfjY,947125
628139,yjiVpseudogene,2847669
628140,relB,948308
628141,yddH,946192
628142,yffR,946931
628143,ydiL,946181
628144,iap,947215
628145,yafY,944934
628146,fliC,949101
628147,mcrA,945727
628148,yghF,947469
628149,ybgD,945325
628150,yfcS,946418
628151,yehQ,946654
628152,ssrA,945053
628153,ung,947067
628154,ydbApseudogene_v2,
628155,cyaY,947754
628156,yagA,944937
628157,afuC,947676
628158,yjtD,948924
628159,yneM,5061497
628160,puuA,946202
628161,tag,947137
628162,yedD,949082
628163,ybcI,945155
628164,yfeN,946872
628165,ompT,945185
628166,lsrC,946105
628167,yqeI,947327
628168,ryjA,2847753
628169,yjaA,948515
628170,cysA,946889
628171,rybB,2847774
628172,ymfS,945724
628173,yrhCpseudogene,1450291
628174,yqiG,
628175,essQ,946093
628176,pheL,947080
